player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs,Player_Id,Player_Name,team
SPD Smith,270,175,27,8,154.29,45,6,0,0,0,,,,0,0,0,306,SPD Smith,Rising Pune Supergiants
ER Dwivedi,24,14,2,2,171.43,12,2,0,0,0,,,,0,0,0,433,ER Dwivedi,Gujarat Lions
T Shamsi,0,0,0,0,,0,0,96,147,3,9.19,,32,16,0,0,463,T Shamsi,Royal Challengers Bangalore
M Ashwin,0,1,0,0,0,0,1,176,242,7,8.49,34.57,25.14,28.5,5,0,418,M Ashwin,Rising Pune Supergiants
DS Kulkarni,27,16,3,0,168.75,13.5,2,297,364,18,7.43,20.22,16.5,49,3,0,80,DS Kulkarni,Gujarat Lions
JC Buttler,255,183,23,11,139.34,23.18,11,0,0,0,,,,0,0,0,407,JC Buttler,Mumbai Indians
SS Tiwary,170,139,17,4,122.3,24.29,7,0,0,0,,,,0,0,0,79,SS Tiwary,Rising Pune Supergiants
SW Billings,88,63,4,4,139.68,22,4,0,0,0,,,,0,0,0,421,SW Billings,Delhi Daredevils
GJ Bailey,84,97,9,2,86.6,21,4,0,0,0,,,,0,0,0,197,GJ Bailey,Rising Pune Supergiants
CJ Jordan,3,4,0,0,75,3,1,181,261,11,9.32,23.73,16.45,28,11,2,434,CJ Jordan,Royal Challengers Bangalore
PJ Sangwan,0,0,0,0,,0,0,25,49,0,12.25,,,4,1,0,116,PJ Sangwan,Gujarat Lions
Mohammed Shami,2,4,0,0,50,2,0,156,244,5,9.69,48.8,31.2,25.17,4,1,347,Mohammed Shami,Delhi Daredevils
HH Pandya,44,63,4,0,69.84,6.29,7,106,153,3,9.18,51,35.33,16.67,6,0,400,HH Pandya,Mumbai Indians
KV Sharma,36,30,3,1,120,36,0,100,172,0,10.53,,,16.33,2,0,166,KV Sharma,Sunrisers Hyderabad
UBT Chand,0,4,0,0,0,0,1,0,0,0,,,,0,0,0,262,UBT Chand,Mumbai Indians
KW Richardson,1,1,0,0,100,1,0,86,136,7,9.71,,12.29,14,2,0,363,KW Richardson,Royal Challengers Bangalore
Yuvraj Singh,236,179,22,13,131.84,26.22,9,38,52,0,8.43,,,6.17,1,0,27,Yuvraj Singh,Sunrisers Hyderabad
TA Boult,0,0,0,0,,0,0,26,39,1,9.75,,26,4,2,0,458,TA Boult,Sunrisers Hyderabad
HV Patel,0,0,0,0,,0,0,90,147,1,10.5,,90,14,5,1,311,HV Patel,Royal Challengers Bangalore
A Mishra,4,14,0,0,28.57,2,2,284,347,13,7.54,26.69,21.85,46,6,2,136,A Mishra,Delhi Daredevils
I Sharma,0,0,0,0,,0,0,97,148,3,9.87,,32.33,15,6,1,84,I Sharma,Rising Pune Supergiants
