player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs,Player_Id,Player_Name,team
UT Yadav,10,13,0,0,76.92,10,0,304,420,17,8.66,24.71,17.88,48.5,13,0,232,UT Yadav,Kolkata Knight Riders
AF Milne,7,12,0,0,58.33,3.5,2,90,137,3,9.79,,30,14,6,0,461,AF Milne,Royal Challengers Bangalore
JP Faulkner,33,30,2,0,110,11,3,135,227,4,10.17,56.75,33.75,22.33,1,0,310,JP Faulkner,Gujarat Lions
A Zampa,5,7,1,0,71.43,5,1,122,163,7,8.22,23.29,17.43,19.83,3,0,430,A Zampa,Rising Pune Supergiants
Rashid Khan,11,9,0,1,122.22,5.5,2,328,360,17,6.67,21.18,19.29,54,4,0,489,Rashid Khan,Sunrisers Hyderabad
SB Jakati,0,0,0,0,,0,0,32,52,0,10.4,,,5,2,0,186,SB Jakati,Gujarat Lions
YK Pathan,143,115,9,6,124.35,17.88,8,24,41,1,10.25,,24,4,0,0,31,YK Pathan,Kolkata Knight Riders
MM Sharma,51,50,4,1,102,8.5,6,277,410,13,8.98,31.54,21.31,45.67,2,1,364,MM Sharma,Kings XI Punjab
PA Patel,325,249,40,7,130.52,21.67,15,0,0,0,,,,0,0,0,17,PA Patel,Mumbai Indians
SP Narine,224,130,34,10,172.31,17.23,13,362,412,10,6.98,41.2,36.2,59,8,0,315,SP Narine,Kolkata Knight Riders
SV Samson,386,273,32,19,141.39,27.57,14,0,0,0,,,,0,0,0,351,SV Samson,Delhi Daredevils
AR Patel,227,162,11,11,140.12,28.38,8,294,362,15,7.54,24.13,19.6,48,6,0,374,AR Patel,Kings XI Punjab
KK Nair,281,226,39,6,124.34,21.62,13,0,0,0,,,,0,0,0,339,KK Nair,Delhi Daredevils
CH Gayle,200,162,15,14,123.46,22.22,9,0,0,0,,,,0,0,0,162,CH Gayle,Royal Challengers Bangalore
DM Bravo,6,5,1,0,120,6,0,0,0,0,,,,0,0,0,480,DM Bravo,Kolkata Knight Riders
LMP Simmons,137,112,10,8,122.32,19.57,7,0,0,0,,,,0,0,0,383,LMP Simmons,Mumbai Indians
Washington Sundar,9,12,0,0,75,9,1,182,185,8,6.17,23.12,22.75,30,2,0,497,Washington Sundar,Rising Pune Supergiants
MG Johnson,20,17,1,1,117.65,20,0,125,144,7,7.2,20.57,17.86,20,5,0,357,MG Johnson,Mumbai Indians
SK Raina,441,301,42,13,146.51,44.1,10,48,74,1,9.25,,48,8,0,0,21,SK Raina,Gujarat Lions
LH Ferguson,1,1,0,0,100,1,0,87,93,3,7.15,,29,13,9,0,483,LH Ferguson,Rising Pune Supergiants
Mandeep Singh,188,177,21,4,106.21,18.8,10,0,0,0,,,,0,0,0,236,Mandeep Singh,Royal Challengers Bangalore
R Tewatia,19,11,4,0,172.73,19,1,55,49,3,5.44,,18.33,9,1,0,390,R Tewatia,Kings XI Punjab
AS Rajpoot,4,7,1,0,57.14,4,1,87,107,4,7.64,,21.75,14,3,0,344,AS Rajpoot,Kolkata Knight Riders
V Shankar,101,75,12,1,134.67,50.5,2,0,0,0,,,,0,0,0,455,V Shankar,Sunrisers Hyderabad
MA Agarwal,26,27,3,0,96.3,8.67,3,0,0,0,,,,0,0,0,260,MA Agarwal,Rising Pune Supergiants
Swapnil Singh,12,19,0,0,63.16,6,2,43,61,1,8.71,,43,7,1,0,424,Swapnil Singh,Kings XI Punjab
JD Unadkat,2,5,0,0,40,2,0,279,323,24,7.05,13.46,11.62,45.83,4,0,346,JD Unadkat,Rising Pune Supergiants
RV Uthappa,388,235,36,21,165.11,29.85,13,0,0,0,,,,0,0,0,46,RV Uthappa,Kolkata Knight Riders
TG Southee,7,3,0,1,233.33,7,1,66,96,3,9.6,,22,10,5,1,377,TG Southee,Mumbai Indians
G Gambhir,498,389,62,7,128.02,41.5,12,0,0,0,,,,0,0,0,40,G Gambhir,Kolkata Knight Riders
NV Ojha,79,65,2,3,121.54,19.75,4,0,0,0,,,,0,0,0,183,NV Ojha,Sunrisers Hyderabad
RA Tripathi,391,267,43,17,146.44,27.93,14,6,12,0,12,,,1,0,0,488,RA Tripathi,Rising Pune Supergiants
MK Tiwary,324,235,31,11,137.87,32.4,10,0,0,0,,,,0,0,0,87,MK Tiwary,Rising Pune Supergiants
Imran Tahir,0,2,0,0,0,0,0,286,369,18,7.85,20.5,15.89,47,3,1,386,Imran Tahir,Rising Pune Supergiants
RR Pant,366,220,28,24,166.36,26.14,14,0,0,0,,,,0,0,0,420,RR Pant,Delhi Daredevils
MS Gony,0,0,0,0,,0,0,15,32,0,16,,,2,3,0,120,MS Gony,Gujarat Lions
Mohammed Siraj,0,0,0,0,,0,0,141,212,10,9.22,21.2,14.1,23,3,0,486,Mohammed Siraj,Sunrisers Hyderabad
AJ Tye,28,18,2,1,155.56,28,1,122,132,12,6.6,11,10.17,20,2,0,471,AJ Tye,Gujarat Lions
K Rabada,55,64,5,1,85.94,18.33,3,137,194,6,9.1,32.33,22.83,21.33,7,2,482,K Rabada,Delhi Daredevils
MJ McClenaghan,15,14,0,1,107.14,5,3,320,457,19,9.14,24.05,16.84,50,15,5,403,MJ McClenaghan,Mumbai Indians
STR Binny,78,76,6,3,102.63,15.6,5,37,50,4,8.33,,9.25,6,1,0,255,STR Binny,Royal Challengers Bangalore
S Dhawan,479,375,53,9,127.73,36.85,13,0,0,0,,,,0,0,0,42,S Dhawan,Sunrisers Hyderabad
MP Stoinis,17,24,1,0,70.83,5.67,3,69,110,2,10.48,,34.5,10.5,6,0,409,MP Stoinis,Kings XI Punjab
SR Watson,71,78,6,1,91.03,11.83,6,165,245,5,9.13,49,33,26.83,4,0,32,SR Watson,Royal Challengers Bangalore
KS Williamson,256,168,20,10,152.38,42.67,6,0,0,0,,,,0,0,0,396,KS Williamson,Sunrisers Hyderabad
Sachin Baby,15,15,2,0,100,5,3,0,0,0,,,,0,0,0,369,Sachin Baby,Royal Challengers Bangalore
Avesh Khan,0,0,0,0,,0,0,24,23,1,5.75,,24,4,0,0,474,Avesh Khan,Royal Challengers Bangalore
SN Thakur,0,3,0,0,0,0,3,239,315,11,8.25,28.64,21.73,38.17,10,0,406,SN Thakur,Rising Pune Supergiants
AD Nath,0,1,0,0,0,0,1,0,0,0,,,,0,0,0,414,AD Nath,Gujarat Lions
Ishan Kishan,229,170,23,11,134.71,25.44,9,0,0,0,,,,0,0,0,410,Ishan Kishan,Gujarat Lions
RA Jadeja,130,92,11,3,141.3,43.33,3,223,338,5,9.14,67.6,44.6,37,1,0,35,RA Jadeja,Gujarat Lions
Sandeep Sharma,7,5,0,0,140,7,0,300,398,17,8.29,23.41,17.65,48,11,1,367,Sandeep Sharma,Kings XI Punjab
T Natarajan,0,0,0,0,,0,0,82,115,2,9.08,,41,12.67,6,0,493,T Natarajan,Kings XI Punjab
YS Chahal,13,26,0,0,50,4.33,3,271,344,14,7.91,24.57,19.36,43.5,8,2,382,YS Chahal,Royal Challengers Bangalore
R Bhatia,16,17,0,1,94.12,16,1,43,55,2,7.86,,21.5,7,1,0,89,R Bhatia,Rising Pune Supergiants
N Rana,314,247,23,16,127.13,31.4,10,0,0,0,,,,0,0,0,431,N Rana,Mumbai Indians
V Kohli,308,252,23,11,122.22,30.8,10,0,0,0,,,,0,0,0,8,V Kohli,Royal Challengers Bangalore
Iqbal Abdulla,5,7,0,0,71.43,5,0,34,55,2,11,,17,5,4,0,140,Iqbal Abdulla,Royal Challengers Bangalore
AB de Villiers,216,163,12,16,132.52,27,8,0,0,0,,,,0,0,0,110,AB de Villiers,Royal Challengers Bangalore
SL Malinga,7,2,0,1,350,7,0,259,349,9,8.55,38.78,28.78,40.83,12,2,194,SL Malinga,Mumbai Indians
PJ Cummins,77,53,5,4,145.28,15.4,5,289,379,15,8.21,25.27,19.27,46.17,11,1,405,PJ Cummins,Delhi Daredevils
Bipul Sharma,31,24,2,1,129.17,31,1,100,129,3,7.9,,33.33,16.33,2,0,228,Bipul Sharma,Sunrisers Hyderabad
B Stanlake,0,0,0,0,,0,0,50,70,2,8.75,,25,8,2,0,475,B Stanlake,Royal Challengers Bangalore
KD Karthik,359,250,30,11,143.6,39.89,9,0,0,0,,,,0,0,0,88,KD Karthik,Gujarat Lions
Ankit Soni,0,7,0,0,0,0,2,87,128,1,9.03,,87,14.17,2,0,472,Ankit Soni,Gujarat Lions
C de Grandhomme,126,92,10,6,136.96,15.75,8,102,135,4,8.44,33.75,25.5,16,4,2,478,C de Grandhomme,Kolkata Knight Riders
B Kumar,4,4,0,0,100,4,1,324,370,26,7.07,14.23,12.46,52.33,9,1,299,B Kumar,Sunrisers Hyderabad
P Negi,144,111,10,7,129.73,18,8,200,197,16,6.12,12.31,12.5,32.17,7,0,322,P Negi,Royal Challengers Bangalore
KM Jadhav,267,183,25,10,145.9,22.25,12,0,0,0,,,,0,0,0,237,KM Jadhav,Royal Challengers Bangalore
CR Brathwaite,12,15,2,0,80,6,2,38,67,1,11.17,,38,6,2,0,408,CR Brathwaite,Delhi Daredevils
TS Mills,8,11,0,1,72.73,2.67,3,111,153,5,8.58,30.6,22.2,17.83,4,0,495,TS Mills,Royal Challengers Bangalore
S Nadeem,2,9,0,0,22.22,0.67,3,110,119,6,6.67,19.83,18.33,17.83,3,0,293,S Nadeem,Delhi Daredevils
MJ Henry,0,0,0,0,,0,0,31,71,1,14.2,,31,5,1,0,484,MJ Henry,Kings XI Punjab
DA Miller,83,78,4,4,106.41,27.67,3,0,0,0,,,,0,0,0,320,DA Miller,Kings XI Punjab
SS Agarwal,0,0,0,0,,0,0,24,42,1,10.5,,24,4,0,0,492,SS Agarwal,Gujarat Lions
Mohammad Nabi,2,3,0,0,66.67,2,1,66,58,2,5.27,,33,11,0,0,485,Mohammad Nabi,Sunrisers Hyderabad
Vishnu Vinod,19,26,1,1,73.08,6.33,3,0,0,0,,,,0,0,0,496,Vishnu Vinod,Royal Challengers Bangalore
SE Marsh,264,192,36,5,137.5,33,8,0,0,0,,,,0,0,0,100,SE Marsh,Kings XI Punjab
JJ Bumrah,16,11,0,1,145.45,16,0,339,408,18,7.37,22.67,18.83,55.33,2,5,375,JJ Bumrah,Mumbai Indians
CH Morris,154,94,15,6,163.83,30.8,5,189,240,12,7.74,20,15.75,31,3,0,350,CH Morris,Delhi Daredevils
SS Iyer,338,242,36,10,139.67,33.8,10,0,0,0,,,,0,0,0,393,SS Iyer,Delhi Daredevils
BB McCullum,313,213,28,18,146.95,31.3,10,0,0,0,,,,0,0,0,2,BB McCullum,Gujarat Lions
PP Chawla,2,6,0,0,33.33,2,1,122,179,6,8.95,29.83,20.33,20,2,0,67,PP Chawla,Kolkata Knight Riders
A Nehra,0,0,0,0,,0,0,132,197,8,9.31,24.62,16.5,21.17,5,0,73,A Nehra,Sunrisers Hyderabad
MJ Guptill,132,87,17,5,151.72,22,6,0,0,0,,,,0,0,0,415,MJ Guptill,Kings XI Punjab
MS Dhoni,290,250,15,16,116,26.36,11,0,0,0,,,,0,0,0,20,MS Dhoni,Rising Pune Supergiants
J Yadav,0,0,0,0,,0,0,37,42,0,7,,,6,0,1,425,J Yadav,Delhi Daredevils
S Kaul,0,2,0,0,0,0,0,221,300,16,8.41,18.75,13.81,35.67,6,1,368,S Kaul,Sunrisers Hyderabad
HM Amla,420,287,40,17,146.34,60,7,0,0,0,,,,0,0,0,427,HM Amla,Kings XI Punjab
RD Chahar,3,2,0,0,150,3,0,46,58,2,8.29,,23,7,4,0,490,RD Chahar,Rising Pune Supergiants
Z Khan,4,13,0,0,30.77,4,1,246,316,10,7.87,31.6,24.6,40.17,5,0,15,Z Khan,Delhi Daredevils
WP Saha,234,186,20,8,125.81,23.4,10,0,0,0,,,,0,0,0,62,WP Saha,Kings XI Punjab
JJ Roy,59,40,9,1,147.5,29.5,2,0,0,0,,,,0,0,0,481,JJ Roy,Gujarat Lions
Harbhajan Singh,16,15,0,1,106.67,16,1,222,244,7,6.59,34.86,31.71,37,0,0,50,Harbhajan Singh,Mumbai Indians
AB Dinda,7,7,1,0,100,7,1,65,119,1,11.9,,65,10,5,0,106,AB Dinda,Rising Pune Supergiants
R Vinay Kumar,0,0,0,0,,0,0,20,31,2,10.33,,10,3,2,0,81,R Vinay Kumar,Mumbai Indians
VR Aaron,4,10,0,0,40,4,1,129,166,7,8.3,23.71,18.43,20,8,1,296,VR Aaron,Kings XI Punjab
AP Tare,18,23,3,0,78.26,6,3,0,0,0,,,,0,0,0,207,AP Tare,Delhi Daredevils
SA Yadav,105,88,8,3,119.32,17.5,6,0,0,0,,,,0,0,0,308,SA Yadav,Kolkata Knight Riders
AM Rahane,382,323,35,9,118.27,25.47,15,0,0,0,,,,0,0,0,85,AM Rahane,Rising Pune Supergiants
KH Pandya,214,159,22,6,134.59,30.57,7,221,262,7,7.28,37.43,31.57,36,4,1,413,KH Pandya,Mumbai Indians
AD Mathews,32,27,2,1,118.52,16,2,31,56,0,11.2,,,5,1,0,191,AD Mathews,Delhi Daredevils
F du Plessis,8,7,1,0,114.29,8,1,0,0,0,,,,0,0,0,303,F du Plessis,Rising Pune Supergiants
BA Stokes,316,221,22,15,142.99,31.6,10,274,319,12,7.25,26.58,22.83,44,10,0,476,BA Stokes,Rising Pune Supergiants
DJ Hooda,78,52,5,4,150,26,3,24,42,2,10.5,,12,4,0,0,394,DJ Hooda,Sunrisers Hyderabad
M Vohra,229,159,23,9,144.03,25.44,9,0,0,0,,,,0,0,0,345,M Vohra,Kings XI Punjab
DA Warner,641,449,63,26,142.76,58.27,11,0,0,0,,,,0,0,0,187,DA Warner,Sunrisers Hyderabad
AT Rayudu,91,78,7,3,116.67,18.2,5,0,0,0,,,,0,0,0,208,AT Rayudu,Mumbai Indians
Kuldeep Yadav,20,22,2,0,90.91,10,2,250,343,12,8.37,28.58,20.83,41,4,0,462,Kuldeep Yadav,Kolkata Knight Riders
KA Pollard,370,265,24,22,139.62,30.83,12,12,30,0,16.39,,,1.83,1,0,221,KA Pollard,Mumbai Indians
GJ Maxwell,310,178,20,26,174.16,31,10,115,125,7,6.58,17.86,16.43,19,1,0,305,GJ Maxwell,Kings XI Punjab
Ankit Sharma,25,15,2,1,166.67,25,1,6,16,0,16,,,1,0,0,314,Ankit Sharma,Rising Pune Supergiants
AJ Finch,299,176,25,19,169.89,27.18,11,0,0,0,,,,0,0,0,254,AJ Finch,Gujarat Lions
A Choudhary,25,20,1,1,125,25,1,108,144,5,8.56,28.8,21.6,16.83,6,1,470,A Choudhary,Royal Challengers Bangalore
Shakib Al Hasan,1,1,0,0,100,1,0,18,32,0,10.67,,,3,0,0,276,Shakib Al Hasan,Kolkata Knight Riders
RG Sharma,328,260,31,9,126.15,25.23,13,0,0,0,,,,0,0,0,57,RG Sharma,Mumbai Indians
Mustafizur Rahman,0,0,0,0,,0,0,17,34,0,12.73,,,2.67,1,0,460,Mustafizur Rahman,Sunrisers Hyderabad
AR Bawne,12,12,1,0,100,12,0,0,0,0,,,,0,0,0,473,AR Bawne,Delhi Daredevils
NB Singh,0,0,0,0,,0,0,25,15,1,3.75,,25,4,1,0,487,NB Singh,Gujarat Lions
P Kumar,8,9,0,0,88.89,8,1,108,152,6,9.21,25.33,18,16.5,9,0,14,P Kumar,Gujarat Lions
MC Henriques,277,203,28,4,136.45,46.17,6,148,248,1,10.33,248,148,24,3,1,163,MC Henriques,Sunrisers Hyderabad
S Kaushik,0,0,0,0,,0,0,68,108,0,9.82,,,11,2,0,432,S Kaushik,Gujarat Lions
SPD Smith,472,387,38,12,121.96,39.33,12,0,0,0,,,,0,0,0,306,SPD Smith,Rising Pune Supergiants
IR Jaggi,33,39,3,0,84.62,33,1,0,0,0,,,,0,0,0,257,IR Jaggi,Kolkata Knight Riders
Basil Thampi,26,24,1,1,108.33,26,0,254,396,8,9.74,49.5,31.75,40.67,10,0,477,Basil Thampi,Gujarat Lions
MN Samuels,29,31,1,2,93.55,7.25,4,18,34,0,11.33,,,3,0,0,307,MN Samuels,Delhi Daredevils
DT Christian,79,49,5,5,161.22,15.8,5,249,298,11,7.45,27.09,22.64,40,9,0,258,DT Christian,Rising Pune Supergiants
CR Woakes,46,47,4,1,97.87,11.5,4,278,387,17,8.8,22.76,16.35,44,14,0,479,CR Woakes,Kolkata Knight Riders
DS Kulkarni,1,2,0,0,50,1,1,118,173,3,9.19,57.67,39.33,18.83,5,0,80,DS Kulkarni,Gujarat Lions
JC Buttler,263,170,25,15,154.71,29.22,9,0,0,0,,,,0,0,0,407,JC Buttler,Mumbai Indians
S Badree,13,23,0,0,56.52,2.6,5,151,189,9,7.56,21,16.78,25,1,0,452,S Badree,Royal Challengers Bangalore
SP Jackson,38,31,5,0,122.58,19,2,0,0,0,,,,0,0,0,491,SP Jackson,Kolkata Knight Riders
SS Tiwary,52,43,9,0,120.93,52,1,0,0,0,,,,0,0,0,79,SS Tiwary,Mumbai Indians
Tejas Baroka,0,0,0,0,,0,0,21,33,0,9.43,,,3.5,0,0,494,Tejas Baroka,Gujarat Lions
SW Billings,138,103,19,1,133.98,23,6,0,0,0,,,,0,0,0,421,SW Billings,Delhi Daredevils
CJ Jordan,0,1,0,0,0,0,1,7,9,1,9,,7,1,1,0,434,CJ Jordan,Sunrisers Hyderabad
PJ Sangwan,2,4,0,0,50,1,2,110,181,5,10.06,36.2,22,18,2,0,116,PJ Sangwan,Gujarat Lions
Mohammed Shami,36,24,4,2,150,9,4,165,246,5,9.46,49.2,33,26,9,0,347,Mohammed Shami,Delhi Daredevils
HH Pandya,246,154,11,20,159.74,41,6,162,213,6,8.19,35.5,27,26,6,0,400,HH Pandya,Mumbai Indians
KV Sharma,49,41,5,2,119.51,8.17,6,189,214,13,6.98,16.46,14.54,30.67,5,0,166,KV Sharma,Mumbai Indians
Yuvraj Singh,252,176,30,8,143.18,28,9,12,22,1,11,,12,2,0,0,27,Yuvraj Singh,Sunrisers Hyderabad
TA Boult,5,8,0,0,62.5,5,0,148,217,5,9.11,43.4,29.6,23.83,5,0,458,TA Boult,Kolkata Knight Riders
HV Patel,0,0,0,0,,0,0,25,43,3,10.75,,8.33,4,1,0,311,HV Patel,Royal Challengers Bangalore
A Mishra,49,52,2,2,94.23,49,1,237,343,10,8.83,34.3,23.7,38.83,4,0,136,A Mishra,Delhi Daredevils
I Sharma,8,12,1,0,66.67,4,2,114,183,0,10.17,,,18,5,1,84,I Sharma,Kings XI Punjab
