player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs,Player_Id,Player_Name,team
A Mukund,0,1,0,0,0,0,1,0,0,0,,,,0,0,0,152,A Mukund,Chennai Super Kings
DW Steyn,2,5,0,0,40,2,1,247,258,10,6.79,25.8,24.7,38,17,2,94,DW Steyn,Royal Challengers Bangalore
S Anirudha,1,7,0,0,14.29,1,1,0,0,0,,,,0,0,0,125,S Anirudha,Chennai Super Kings
SA Asnodkar,311,231,43,6,134.63,34.56,9,0,0,0,,,,0,0,0,101,SA Asnodkar,Rajasthan Royals
AM Nayar,206,137,16,9,150.36,25.75,8,43,68,1,9.71,,43,7,1,0,48,AM Nayar,Mumbai Indians
T Kohli,10,15,0,1,66.67,5,2,0,0,0,,,,0,0,0,30,T Kohli,Rajasthan Royals
VY Mahesh,15,27,0,0,55.56,7.5,2,266,374,16,8.87,23.38,16.62,42.17,6,7,91,VY Mahesh,Delhi Capitals
SR Tendulkar,188,177,26,2,106.21,31.33,6,0,0,0,,,,0,0,0,133,SR Tendulkar,Mumbai Indians
SK Raina,421,294,35,18,143.2,38.27,11,20,30,1,9.01,,20,3.33,0,0,21,SK Raina,Chennai Super Kings
SB Joshi,6,14,0,0,42.86,3,2,55,82,1,8.94,,55,9.17,0,0,16,SB Joshi,Royal Challengers Bangalore
Sohail Tanvir,36,28,3,1,128.57,12,3,265,266,22,6.46,12.09,12.05,41.17,17,1,102,Sohail Tanvir,Rajasthan Royals
Mohammad Asif,3,6,0,0,50,1.5,2,199,300,8,9.38,37.5,24.88,32,6,1,117,Mohammad Asif,Delhi Capitals
RV Uthappa,320,274,34,9,116.79,35.56,9,0,0,0,,,,0,0,0,46,RV Uthappa,Mumbai Indians
DP Vijaykumar,1,1,0,0,100,1,0,159,199,4,7.86,49.75,39.75,25.33,5,2,143,DP Vijaykumar,Deccan Chargers
DT Patil,13,13,1,0,100,6.5,2,0,0,0,,,,0,0,0,123,DT Patil,Royal Challengers Bangalore
G Gambhir,534,378,68,8,141.27,41.08,13,0,0,0,,,,0,0,0,40,G Gambhir,Delhi Capitals
MK Tiwary,104,85,16,0,122.35,26,4,0,0,0,,,,0,0,0,87,MK Tiwary,Delhi Capitals
DPMD Jayawardene,179,131,15,7,136.64,25.57,7,0,0,0,,,,0,0,0,64,DPMD Jayawardene,Kings XI Punjab
MS Gony,35,22,2,3,159.09,35,1,371,446,17,7.43,26.24,21.82,60,9,2,120,MS Gony,Chennai Super Kings
D Salunkhe,33,24,5,0,137.5,16.5,2,51,78,1,9.96,,51,7.83,3,1,37,D Salunkhe,Rajasthan Royals
CRD Fernando,2,1,0,0,200,2,0,128,160,10,8,16,12.8,20,7,1,149,CRD Fernando,Mumbai Indians
DB Ravi Teja,109,81,10,5,134.57,18.17,6,12,19,1,9.5,,12,2,0,0,112,DB Ravi Teja,Deccan Chargers
LA Pomersbach,152,99,13,9,153.54,152,1,0,0,0,,,,0,0,0,139,LA Pomersbach,Kings XI Punjab
S Dhawan,340,295,35,8,115.25,37.78,9,0,0,0,,,,0,0,0,42,S Dhawan,Delhi Capitals
DS Lehmann,18,18,3,0,100,9,2,0,0,0,,,,0,0,0,34,DS Lehmann,Rajasthan Royals
D Kalyankrishna,3,8,0,0,37.5,3,1,50,87,2,10.88,,25,8,2,0,99,D Kalyankrishna,Deccan Chargers
SR Watson,472,307,47,19,153.75,47.2,10,344,387,17,7.14,22.76,20.24,54.17,14,5,32,SR Watson,Rajasthan Royals
RR Sarwan,73,75,6,1,97.33,18.25,4,0,0,0,,,,0,0,0,76,RR Sarwan,Kings XI Punjab
L Ronchi,34,32,6,1,106.25,8.5,4,0,0,0,,,,0,0,0,43,L Ronchi,Mumbai Indians
CK Kapugedera,16,22,0,0,72.73,5.33,3,17,49,0,17.31,,,2.83,0,0,127,CK Kapugedera,Chennai Super Kings
IK Pathan,131,115,9,6,113.91,21.83,6,336,353,15,6.66,23.53,22.4,53,18,0,29,IK Pathan,Kings XI Punjab
Shoaib Akhtar,2,7,0,0,28.57,2,1,46,54,5,7.71,,9.2,7,4,0,144,Shoaib Akhtar,Kolkata Knight Riders
RA Jadeja,135,100,11,6,135,19.29,7,13,21,0,9.68,,,2.17,0,0,35,RA Jadeja,Rajasthan Royals
DB Das,103,94,9,5,109.57,17.17,6,0,0,0,,,,0,0,0,95,DB Das,Kolkata Knight Riders
R Bhatia,34,28,2,2,121.43,17,2,134,183,6,8.32,30.5,22.33,22,2,0,89,R Bhatia,Delhi Capitals
PP Ojha,2,4,0,0,50,1,2,236,289,11,7.81,26.27,21.45,37,14,0,131,PP Ojha,Deccan Chargers
B Geeves,0,0,0,0,,0,0,49,91,1,11.38,,49,8,1,0,436,B Geeves,Delhi Capitals
V Kohli,165,157,18,4,105.1,15,11,49,61,2,7.95,,24.5,7.67,2,1,8,V Kohli,Royal Challengers Bangalore
Iqbal Abdulla,1,2,0,0,50,1,0,18,22,0,7.33,,,3,0,0,140,Iqbal Abdulla,Kolkata Knight Riders
AB de Villiers,95,98,5,1,96.94,19,5,0,0,0,,,,0,0,0,110,AB de Villiers,Delhi Capitals
MF Maharoof,125,79,10,7,158.23,20.83,6,226,249,15,6.92,16.6,15.07,36,10,0,90,MF Maharoof,Delhi Capitals
MEK Hussey,168,100,12,11,168,84,2,0,0,0,,,,0,0,0,19,MEK Hussey,Chennai Super Kings
Gagandeep Singh,0,0,0,0,,0,0,84,141,3,10.07,,28,14,0,0,437,Gagandeep Singh,Kings XI Punjab
BJ Hodge,12,17,2,0,70.59,4,3,0,0,0,,,,0,0,0,104,BJ Hodge,Kolkata Knight Riders
U Kaul,0,1,0,0,0,0,0,0,0,0,,,,0,0,0,134,U Kaul,Kings XI Punjab
PM Sarvesh Kumar,1,2,0,0,50,1,0,31,42,1,8.4,,31,5,1,0,142,PM Sarvesh Kumar,Deccan Chargers
WA Mota,26,27,2,0,96.3,26,1,20,36,1,12,,20,3,2,0,68,WA Mota,Kings XI Punjab
KD Karthik,145,107,13,4,135.51,24.17,6,0,0,0,,,,0,0,0,88,KD Karthik,Delhi Capitals
JA Morkel,241,162,18,14,148.77,34.43,7,310,405,17,8.44,23.82,18.24,48,17,5,109,JA Morkel,Chennai Super Kings
A Symonds,161,104,15,9,154.81,80.5,2,44,104,0,15.23,,,6.83,2,1,56,A Symonds,Deccan Chargers
A Chopra,42,52,5,0,80.77,8.4,5,0,0,0,,,,0,0,0,128,A Chopra,Kolkata Knight Riders
JH Kallis,199,183,23,4,108.74,18.09,11,211,317,4,9.23,79.25,52.75,34.33,5,0,9,JH Kallis,Royal Challengers Bangalore
LR Shukla,163,122,17,5,133.61,20.38,8,78,124,6,10.33,,13,12,4,2,63,LR Shukla,Kolkata Knight Riders
SP Fleming,196,162,27,3,120.99,21.78,9,0,0,0,,,,0,0,0,107,SP Fleming,Chennai Super Kings
AB Agarkar,54,45,5,2,120,10.8,5,168,208,8,8,26,21,26,11,1,82,AB Agarkar,Kolkata Knight Riders
SD Chitnis,18,9,1,1,200,9,2,38,60,2,10,,19,6,2,0,148,SD Chitnis,Mumbai Indians
Younis Khan,3,7,0,0,42.86,3,1,0,0,0,,,,0,0,0,141,Younis Khan,Rajasthan Royals
VRV Singh,4,3,1,0,133.33,2,2,296,420,11,8.75,38.18,26.91,48,5,3,78,VRV Singh,Kings XI Punjab
TM Srivastava,8,10,0,0,80,8,1,0,0,0,,,,0,0,0,92,TM Srivastava,Kings XI Punjab
SE Marsh,616,440,59,26,140,68.44,9,0,0,0,,,,0,0,0,100,SE Marsh,Kings XI Punjab
B Lee,17,12,2,1,141.67,17,1,99,112,4,7,,24.75,16,0,3,66,B Lee,Kings XI Punjab
BB McCullum,188,91,13,15,206.59,62.67,3,0,0,0,,,,0,0,0,2,BB McCullum,Kolkata Knight Riders
PP Chawla,90,58,10,3,155.17,22.5,4,286,392,17,8.37,23.06,16.82,46.83,5,0,67,PP Chawla,Kings XI Punjab
A Nehra,3,12,0,0,25,3,1,280,351,12,7.83,29.25,23.33,44.83,10,1,73,A Nehra,Mumbai Indians
Y Venugopal Rao,288,207,22,15,139.13,36,8,88,137,2,9.79,,44,14,4,0,54,Y Venugopal Rao,Deccan Chargers
MS Dhoni,414,310,38,15,133.55,41.4,10,0,0,0,,,,0,0,0,20,MS Dhoni,Chennai Super Kings
SM Katich,96,68,11,2,141.18,96,1,0,0,0,,,,0,0,0,28,SM Katich,Kings XI Punjab
YV Takawale,70,64,7,2,109.38,35,2,0,0,0,,,,0,0,0,114,YV Takawale,Mumbai Indians
A Nel,0,0,0,0,,0,1,18,31,1,10.33,,18,3,0,0,438,A Nel,Mumbai Indians
Z Khan,34,42,4,0,80.95,8.5,4,258,360,13,8.57,27.69,19.85,42,6,0,15,Z Khan,Royal Challengers Bangalore
WP Saha,159,119,12,7,133.61,31.8,5,0,0,0,,,,0,0,0,62,WP Saha,Kolkata Knight Riders
M Kaif,176,170,14,6,103.53,16,11,0,0,0,,,,0,0,0,33,M Kaif,Rajasthan Royals
Shahid Afridi,81,46,7,6,176.09,10.12,8,185,229,9,7.63,25.44,20.56,30,4,1,70,Shahid Afridi,Deccan Chargers
JR Hopes,221,148,27,8,149.32,20.09,11,171,276,7,9.86,39.43,24.43,28,3,0,25,JR Hopes,Kings XI Punjab
GC Smith,441,361,54,8,122.16,49,9,0,0,0,,,,0,0,0,74,GC Smith,Rajasthan Royals
Harbhajan Singh,30,17,1,3,176.47,15,2,62,82,5,8.2,,12.4,10,2,0,50,Harbhajan Singh,Mumbai Indians
AB Dinda,2,4,0,0,50,2,1,245,263,9,6.74,29.22,27.22,39,10,1,106,AB Dinda,Kolkata Knight Riders
R Vinay Kumar,25,22,2,1,113.64,8.33,3,141,182,5,7.91,36.4,28.2,23,1,2,81,R Vinay Kumar,Royal Challengers Bangalore
M Muralitharan,0,3,0,0,0,0,1,369,404,11,6.97,36.73,33.55,58,20,1,121,M Muralitharan,Chennai Super Kings
L Balaji,0,4,0,0,0,0,1,205,286,11,8.67,26,18.64,33,7,0,151,L Balaji,Chennai Super Kings
LPC Silva,40,26,5,1,153.85,20,2,6,21,0,21,,,1,0,0,111,LPC Silva,Deccan Chargers
NK Patel,103,81,13,1,127.16,51.5,2,0,0,0,,,,0,0,0,138,NK Patel,Rajasthan Royals
T Taibu,31,26,3,0,119.23,10.33,3,0,0,0,,,,0,0,0,129,T Taibu,Kolkata Knight Riders
AM Rahane,4,17,1,0,23.53,2,2,0,0,0,,,,0,0,0,85,AM Rahane,Mumbai Indians
SB Styris,112,122,9,2,91.8,18.67,6,167,199,3,7.37,66.33,55.67,27,5,0,58,SB Styris,Deccan Chargers
DJ Bravo,178,131,19,5,135.88,29.67,6,181,232,11,8.14,21.09,16.45,28.5,10,0,71,DJ Bravo,Mumbai Indians
MA Khote,24,22,2,1,109.09,12,2,30,51,2,10.2,,15,5,0,0,72,MA Khote,Mumbai Indians
W Jaffer,115,104,12,3,110.58,19.17,6,0,0,0,,,,0,0,0,7,W Jaffer,Royal Challengers Bangalore
DJ Hussey,319,258,19,17,123.64,29,11,79,133,2,10.23,,39.5,13,1,0,4,DJ Hussey,Kolkata Knight Riders
Misbah-ul-Haq,117,81,10,6,144.44,16.71,7,0,0,0,,,,0,0,0,113,Misbah-ul-Haq,Royal Challengers Bangalore
Joginder Sharma,16,11,1,1,145.45,8,2,158,239,8,9.69,29.88,19.75,24.67,5,5,119,Joginder Sharma,Chennai Super Kings
S Sohal,4,8,0,0,50,2,2,0,0,0,,,,0,0,0,65,S Sohal,Kings XI Punjab
DNT Zoysa,11,9,1,0,122.22,11,1,69,99,2,9,,34.5,11,1,2,98,DNT Zoysa,Deccan Chargers
SK Trivedi,5,12,0,0,41.67,5,1,300,401,13,8.35,30.85,23.08,48,11,1,39,SK Trivedi,Rajasthan Royals
Kamran Akmal,128,77,13,8,166.23,25.6,5,0,0,0,,,,0,0,0,69,Kamran Akmal,Rajasthan Royals
ST Jayasuriya,514,308,57,31,166.88,42.83,12,127,162,4,7.71,40.5,31.75,21,1,0,44,ST Jayasuriya,Mumbai Indians
S Vidyut,145,109,21,3,133.03,18.12,8,13,22,1,11,,13,2,1,0,108,S Vidyut,Chennai Super Kings
AA Noffke,9,10,1,0,90,9,1,25,40,1,10,,25,4,1,0,13,AA Noffke,Royal Challengers Bangalore
GD McGrath,4,5,1,0,80,4,1,329,357,12,6.61,29.75,27.42,54,4,1,118,GD McGrath,Delhi Capitals
RG Sharma,404,270,38,19,149.63,36.73,11,25,25,1,6.25,,25,4,1,0,57,RG Sharma,Deccan Chargers
M Rawat,34,39,3,1,87.18,8.5,4,0,0,0,,,,0,0,0,36,M Rawat,Rajasthan Royals
S Sreesanth,0,3,0,0,0,0,1,332,445,19,8.7,23.42,17.47,51.17,21,4,77,S Sreesanth,Kings XI Punjab
Salman Butt,193,160,30,2,120.62,27.57,7,0,0,0,,,,0,0,0,103,Salman Butt,Kolkata Knight Riders
RR Powar,28,21,4,1,133.33,28,0,77,91,3,7.58,,25.67,12,5,0,153,RR Powar,Kings XI Punjab
RP Singh,27,24,2,1,112.5,6.75,4,325,449,15,8.75,29.93,21.67,51.33,16,1,61,RP Singh,Deccan Chargers
P Kumar,112,98,10,6,114.29,11.2,10,275,367,11,8.22,33.36,25,44.67,7,0,14,P Kumar,Royal Challengers Bangalore
A Kumble,13,17,1,0,76.47,6.5,2,236,308,7,8.04,44,33.71,38.33,6,0,124,A Kumble,Royal Challengers Bangalore
RR Raje,8,9,1,0,88.89,8,0,102,140,5,8.57,28,20.4,16.33,3,1,115,RR Raje,Mumbai Indians
CL White,114,100,8,4,114,16.29,7,7,24,0,24,,,1,1,0,10,CL White,Royal Challengers Bangalore
Umar Gul,39,19,1,5,205.26,13,3,153,190,12,8.44,15.83,12.75,22.5,12,6,105,Umar Gul,Kolkata Knight Riders
RT Ponting,39,53,2,1,73.58,9.75,4,0,0,0,,,,0,0,0,3,RT Ponting,Kolkata Knight Riders
SM Pollock,147,111,12,8,132.43,18.38,8,280,305,11,6.63,27.73,25.45,46,4,0,49,SM Pollock,Mumbai Indians
DJ Thornely,39,53,2,2,73.58,13,3,44,40,3,5.71,,14.67,7,2,0,45,DJ Thornely,Mumbai Indians
K Goel,76,78,7,4,97.44,12.67,6,12,25,0,12.5,,,2,0,0,24,K Goel,Kings XI Punjab
AS Yadav,49,39,5,2,125.64,9.8,5,0,0,0,,,,0,0,0,,AS Yadav,Deccan Chargers
Mohammad Hafeez,64,83,7,2,77.11,9.14,7,63,68,2,6.8,,31.5,10,2,1,5,Mohammad Hafeez,Kolkata Knight Riders
DS Kulkarni,2,16,0,0,12.5,2,0,193,239,11,8.1,21.73,17.55,29.5,12,4,80,DS Kulkarni,Mumbai Indians
B Chipli,20,28,3,0,71.43,6.67,3,0,0,0,,,,0,0,0,93,B Chipli,Royal Challengers Bangalore
AC Gilchrist,436,314,51,19,138.85,33.54,13,0,0,0,,,,0,0,0,53,AC Gilchrist,Deccan Chargers
H Das,2,5,0,0,40,2,1,0,0,0,,,,0,0,0,146,H Das,Deccan Chargers
WPUJC Vaas,21,17,0,1,123.53,7,3,103,145,5,8.53,29,20.6,17,1,0,60,WPUJC Vaas,Deccan Chargers
SS Tiwary,26,20,3,1,130,13,2,0,0,0,,,,0,0,0,79,SS Tiwary,Mumbai Indians
P Amarnath,0,0,0,0,,0,0,132,236,7,10.73,33.71,18.86,22,0,0,435,P Amarnath,Chennai Super Kings
ML Hayden,189,127,24,6,148.82,63,3,0,0,0,,,,0,0,0,18,ML Hayden,Chennai Super Kings
SC Ganguly,349,305,33,15,114.43,29.08,12,121,128,6,6.4,21.33,20.17,20,1,0,1,SC Ganguly,Kolkata Knight Riders
J Arunkumar,23,23,5,0,100,7.67,3,0,0,0,,,,0,0,0,130,J Arunkumar,Royal Challengers Bangalore
S Badrinath,192,130,21,8,147.69,32,6,0,0,0,,,,0,0,0,23,S Badrinath,Chennai Super Kings
R Dravid,371,297,35,11,124.92,28.54,13,0,0,0,,,,0,0,0,6,R Dravid,Royal Challengers Bangalore
B Akhil,46,31,4,3,148.39,15.33,3,105,134,2,7.73,67,52.5,17.33,1,0,12,B Akhil,Royal Challengers Bangalore
Pankaj Singh,5,8,0,0,62.5,5,0,76,129,0,10.75,,,12,3,1,75,Pankaj Singh,Rajasthan Royals
PJ Sangwan,2,5,0,0,40,1,2,155,218,5,9.08,43.6,31,24,10,1,116,PJ Sangwan,Delhi Capitals
VVS Laxman,155,132,22,1,117.42,31,5,0,0,0,,,,0,0,0,55,VVS Laxman,Deccan Chargers
AD Mascarenhas,9,8,0,1,112.5,9,1,25,29,2,7.25,,12.5,4,1,0,137,AD Mascarenhas,Rajasthan Royals
VS Yeligati,2,2,0,0,100,2,1,32,59,0,11.8,,,5,2,0,150,VS Yeligati,Mumbai Indians
Yuvraj Singh,299,184,24,19,162.5,23,13,56,83,3,9.22,,18.67,9,2,0,27,Yuvraj Singh,Kings XI Punjab
Abdur Razzak,0,2,0,0,0,0,0,14,29,0,14.5,,,2,1,1,145,Abdur Razzak,Royal Challengers Bangalore
BAW Mendis,0,0,0,0,,0,0,24,24,1,6,,24,4,0,0,174,BAW Mendis,Kolkata Knight Riders
A Mishra,37,42,3,0,88.1,12.33,3,123,138,11,6.96,12.55,11.18,19.83,3,1,136,A Mishra,Delhi Capitals
I Sharma,11,11,1,0,100,11,1,266,335,7,7.94,47.86,38,42.17,9,4,84,I Sharma,Kolkata Knight Riders
