player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs,Player_Id,Player_Name,team
CH Gayle,292,183,30,16,159.56,32.44,9,102,152,4,9.5,38,25.5,16,6,0,162,CH Gayle,Kolkata Knight Riders
AM Nayar,58,51,4,2,113.73,29,2,0,0,0,,,,0,0,0,48,AM Nayar,Mumbai Indians
VS Malik,6,5,1,0,120,6,1,46,65,1,9.07,,46,7.17,2,1,243,VS Malik,Kings XI Punjab
J Theron,2,4,0,0,50,2,1,126,171,4,8.55,42.75,31.5,20,5,1,233,J Theron,Kings XI Punjab
AB Barath,42,42,5,1,100,21,2,0,0,0,,,,0,0,0,227,AB Barath,Kings XI Punjab
SJ Srivastava,1,2,0,0,50,1,1,158,230,6,9.58,38.33,26.33,24,14,0,234,SJ Srivastava,Kings XI Punjab
MB Parmar,0,0,0,0,,0,0,19,33,0,11,,,3,1,0,444,MB Parmar,Kolkata Knight Riders
VY Mahesh,0,0,0,0,,0,0,19,23,1,7.67,,19,3,1,0,91,VY Mahesh,Delhi Daredevils
SR Tendulkar,618,463,86,3,133.48,47.54,13,0,0,0,,,,0,0,0,133,SR Tendulkar,Mumbai Indians
AP Dole,34,22,3,1,154.55,17,2,73,113,5,10.27,,14.6,11,6,1,245,AP Dole,Rajasthan Royals
SK Raina,505,350,45,21,144.29,50.5,10,136,165,6,7.5,27.5,22.67,22,4,0,21,SK Raina,Chennai Super Kings
A Mithun,5,4,1,0,125,5,1,20,39,1,13,,20,3,1,1,244,A Mithun,Royal Challengers Bangalore
Mandeep Singh,4,11,1,0,36.36,2,2,0,0,0,,,,0,0,0,236,Mandeep Singh,Kolkata Knight Riders
MD Mishra,166,142,18,6,116.9,15.09,11,0,0,0,,,,0,0,0,231,MD Mishra,Deccan Chargers
ND Doshi,0,0,0,0,,0,0,25,17,1,4.25,,25,4,1,0,298,ND Doshi,Royal Challengers Bangalore
R Ashwin,28,35,2,0,80,9.33,3,273,268,13,6.09,20.62,21,44,9,0,201,R Ashwin,Chennai Super Kings
JD Unadkat,0,0,0,0,,0,0,62,85,4,8.23,,15.5,10.33,0,0,346,JD Unadkat,Kolkata Knight Riders
RV Uthappa,374,218,21,27,171.56,31.17,12,0,0,0,,,,0,0,0,46,RV Uthappa,Royal Challengers Bangalore
G Gambhir,277,217,32,2,127.65,30.78,9,0,0,0,,,,0,0,0,40,G Gambhir,Delhi Daredevils
NV Ojha,377,283,42,15,133.22,31.42,12,0,0,0,,,,0,0,0,183,NV Ojha,Rajasthan Royals
MK Tiwary,237,185,23,5,128.11,26.33,9,7,11,1,11,,7,1,1,0,87,MK Tiwary,Kolkata Knight Riders
I Sharma,6,17,0,0,35.29,6,1,160,236,7,9.44,33.71,22.86,25,9,1,84,I Sharma,Kolkata Knight Riders
DPMD Jayawardene,436,292,55,11,149.32,48.44,9,0,0,0,,,,0,0,0,64,DPMD Jayawardene,Kings XI Punjab
MS Gony,0,0,0,0,,0,0,39,72,1,12,,39,6,3,0,120,MS Gony,Chennai Super Kings
KAJ Roach,10,9,1,0,111.11,10,1,52,80,0,10,,,8,3,1,240,KAJ Roach,Deccan Chargers
L Ablish,0,0,0,0,,0,0,27,36,3,9,,9,4,3,0,291,L Ablish,Kings XI Punjab
M Vijay,458,289,36,26,158.48,38.17,12,0,0,0,,,,0,0,0,185,M Vijay,Chennai Super Kings
CRD Fernando,2,2,0,0,100,2,0,121,138,7,7.26,19.71,17.29,19,4,3,149,CRD Fernando,Mumbai Indians
STR Binny,8,5,1,0,160,8,1,6,9,0,9,,,1,0,0,255,STR Binny,Mumbai Indians
FY Fazal,164,153,19,1,107.19,20.5,8,12,20,0,10,,,2,0,0,229,FY Fazal,Rajasthan Royals
S Dhawan,191,169,23,3,113.02,19.1,10,0,0,0,,,,0,0,0,42,S Dhawan,Mumbai Indians
SR Watson,185,113,18,9,163.72,37,5,139,184,6,8.36,30.67,23.17,22,7,0,32,SR Watson,Rajasthan Royals
Harmeet Singh,0,1,0,0,0,0,2,151,174,8,7.25,21.75,18.88,24,7,0,256,Harmeet Singh,Deccan Chargers
IK Pathan,237,154,16,9,153.9,33.86,7,271,407,14,9.39,29.07,19.36,43.33,11,0,29,IK Pathan,Kings XI Punjab
MJ Lumb,278,189,45,6,147.09,25.27,11,0,0,0,,,,0,0,0,224,MJ Lumb,Rajasthan Royals
R Sathish,112,96,11,0,116.67,16,7,51,81,2,10.12,,25.5,8,3,0,209,R Sathish,Mumbai Indians
R Bhatia,24,17,1,2,141.18,8,3,98,133,3,8.31,,32.67,16,2,0,89,R Bhatia,Delhi Daredevils
PP Ojha,3,8,0,0,37.5,1,3,360,433,21,7.36,20.62,17.14,58.83,6,1,131,PP Ojha,Deccan Chargers
V Kohli,307,211,26,12,145.5,27.91,11,33,50,0,9.38,,,5.33,0,1,8,V Kohli,Royal Challengers Bangalore
Iqbal Abdulla,0,1,0,0,0,0,0,51,61,1,7.18,,51,8.5,0,0,140,Iqbal Abdulla,Kolkata Knight Riders
AB de Villiers,111,119,7,0,93.28,15.86,7,0,0,0,,,,0,0,0,110,AB de Villiers,Delhi Daredevils
MF Maharoof,31,23,2,2,134.78,10.33,3,149,206,8,8.58,25.75,18.62,24,4,1,90,MF Maharoof,Delhi Daredevils
MEK Hussey,37,44,2,0,84.09,18.5,2,0,0,0,,,,0,0,0,19,MEK Hussey,Chennai Super Kings
SL Malinga,1,1,0,0,100,1,0,310,351,15,7.16,23.4,20.67,49,16,0,194,SL Malinga,Mumbai Indians
BJ Hodge,99,90,11,1,110,24.75,4,30,41,2,8.2,,15,5,0,0,104,BJ Hodge,Kolkata Knight Riders
RS Bopara,247,206,25,3,119.9,35.29,7,82,130,5,10,,16.4,13,4,0,161,RS Bopara,Kings XI Punjab
Bipul Sharma,9,7,1,0,128.57,9,0,60,94,3,9.4,,20,10,0,0,228,Bipul Sharma,Kings XI Punjab
S Tyagi,3,4,0,0,75,3,0,102,159,1,10.04,159,102,15.83,5,2,218,S Tyagi,Chennai Super Kings
KD Karthik,278,236,26,6,117.8,21.38,13,0,0,0,,,,0,0,0,88,KD Karthik,Delhi Daredevils
JA Morkel,186,118,9,13,157.63,23.25,8,271,382,9,8.75,42.44,30.11,43.67,9,0,109,JA Morkel,Chennai Super Kings
A Symonds,429,340,35,18,126.18,30.64,14,325,373,12,7.04,31.08,27.08,53,7,0,56,A Symonds,Deccan Chargers
KP Pietersen,236,157,23,8,150.32,59,4,60,77,3,7.7,,20,10,0,0,158,KP Pietersen,Royal Challengers Bangalore
T Thushara,10,11,0,0,90.91,10,1,94,101,5,6.97,,18.8,14.5,5,2,156,T Thushara,Chennai Super Kings
Kamran Khan,0,0,0,0,,0,0,38,53,3,8.83,,12.67,6,2,0,160,Kamran Khan,Rajasthan Royals
JH Kallis,572,489,67,9,116.97,47.67,12,350,479,13,8.4,36.85,26.92,57,7,1,9,JH Kallis,Royal Challengers Bangalore
KM Jadhav,76,56,7,2,135.71,25.33,3,0,0,0,,,,0,0,0,237,KM Jadhav,Delhi Daredevils
Y Nagar,1,6,0,0,16.67,1,1,18,28,1,9.33,,18,3,0,0,199,Y Nagar,Delhi Daredevils
LR Shukla,36,26,3,2,138.46,18,2,72,106,3,8.83,,24,12,0,0,63,LR Shukla,Kolkata Knight Riders
AB Agarkar,40,28,4,0,142.86,40,1,136,203,4,9.23,50.75,34,22,3,1,82,AB Agarkar,Kolkata Knight Riders
S Sriram,27,29,3,0,93.1,27,1,12,24,0,12,,,2,0,0,249,S Sriram,Royal Challengers Bangalore
AS Raut,56,48,3,3,116.67,28,2,0,0,0,,,,0,0,0,169,AS Raut,Rajasthan Royals
AA Bilakhia,2,4,0,0,50,2,1,0,0,0,,,,0,0,0,172,AA Bilakhia,Deccan Chargers
VRV Singh,0,0,0,0,,0,0,21,40,0,13.33,,,3,2,1,78,VRV Singh,Kings XI Punjab
SE Marsh,147,114,14,6,128.95,49,3,0,0,0,,,,0,0,0,100,SE Marsh,Kings XI Punjab
B Lee,11,9,1,0,122.22,11,1,91,152,0,10.48,,,14.5,3,1,66,B Lee,Kings XI Punjab
KB Arun Karthik,3,5,0,0,60,3,0,0,0,0,,,,0,0,0,239,KB Arun Karthik,Chennai Super Kings
RJ Harris,45,39,2,2,115.38,11.25,4,195,234,14,7.63,16.71,13.93,30.67,11,0,188,RJ Harris,Deccan Chargers
BB McCullum,114,109,14,2,104.59,28.5,4,0,0,0,,,,0,0,0,2,BB McCullum,Kolkata Knight Riders
AC Voges,181,143,15,3,126.57,45.25,4,56,76,0,8.44,,,9,2,0,230,AC Voges,Rajasthan Royals
PP Chawla,54,55,5,0,98.18,10.8,5,272,341,11,7.58,31,24.73,45,2,0,67,PP Chawla,Kings XI Punjab
A Nehra,23,19,2,1,121.05,23,1,85,99,6,7.07,,14.17,14,1,0,73,A Nehra,Delhi Daredevils
Y Venugopal Rao,34,43,3,1,79.07,8.5,4,6,10,0,10,,,1,0,0,54,Y Venugopal Rao,Deccan Chargers
SW Tait,12,13,0,1,92.31,12,1,205,264,10,8.47,26.4,20.5,31.17,17,1,238,SW Tait,Rajasthan Royals
MS Dhoni,287,210,26,8,136.67,31.89,9,0,0,0,,,,0,0,0,20,MS Dhoni,Chennai Super Kings
DP Nannes,4,13,0,0,30.77,4,1,218,227,7,6.61,32.43,31.14,34.33,10,2,223,DP Nannes,Delhi Daredevils
C Ganapathy,0,0,0,0,,0,0,6,13,0,13,,,1,0,0,443,C Ganapathy,Chennai Super Kings
Z Khan,24,13,3,1,184.62,24,1,295,379,15,7.84,25.27,19.67,48.33,4,1,15,Z Khan,Mumbai Indians
WP Saha,67,53,9,1,126.42,22.33,3,0,0,0,,,,0,0,0,62,WP Saha,Kolkata Knight Riders
RE van der Merwe,1,2,0,0,50,1,1,27,27,2,6.75,,13.5,4,3,0,177,RE van der Merwe,Royal Challengers Bangalore
M Kaif,14,14,2,0,100,7,2,0,0,0,,,,0,0,0,33,M Kaif,Kings XI Punjab
GC Smith,44,39,7,0,112.82,22,2,0,0,0,,,,0,0,0,74,GC Smith,Rajasthan Royals
Harbhajan Singh,105,60,12,5,175,21,5,334,378,17,7.07,22.24,19.65,53.5,12,1,50,Harbhajan Singh,Mumbai Indians
R Vinay Kumar,27,32,1,0,84.38,6.75,4,284,399,16,8.64,24.94,17.75,46.17,5,2,81,R Vinay Kumar,Royal Challengers Bangalore
L Balaji,18,20,1,1,90,9,2,122,181,6,9.36,30.17,20.33,19.33,5,1,151,L Balaji,Chennai Super Kings
M Muralitharan,1,2,0,0,50,1,1,278,320,12,7.27,26.67,23.17,44,14,0,121,M Muralitharan,Chennai Super Kings
AB Dinda,0,1,0,0,0,0,1,144,152,9,6.56,16.89,16,23.17,5,0,106,AB Dinda,Kolkata Knight Riders
OA Shah,115,95,7,5,121.05,57.5,2,0,0,0,,,,0,0,0,204,OA Shah,Kolkata Knight Riders
P Dogra,107,106,4,5,100.94,13.38,8,0,0,0,,,,0,0,0,212,P Dogra,Rajasthan Royals
KP Appanna,2,3,0,0,66.67,2,1,43,51,1,7.29,,43,7,1,0,181,KP Appanna,Royal Challengers Bangalore
CK Langeveldt,0,1,0,0,0,0,1,70,91,5,8.27,,14,11,4,0,242,CK Langeveldt,Kolkata Knight Riders
AP Tare,50,36,5,3,138.89,12.5,4,0,0,0,,,,0,0,0,207,AP Tare,Mumbai Indians
AD Mathews,233,183,18,8,127.32,33.29,7,230,314,8,8.37,39.25,28.75,37.5,4,1,191,AD Mathews,Kolkata Knight Riders
A Uniyal,4,7,0,0,57.14,4,1,38,66,2,11,,19,6,2,0,213,A Uniyal,Rajasthan Royals
DJ Bravo,61,53,3,4,115.09,8.71,7,162,228,4,8.71,57,40.5,26.17,5,0,71,DJ Bravo,Mumbai Indians
DJ Hussey,94,85,5,5,110.59,23.5,4,60,80,0,8,,,10,0,0,4,DJ Hussey,Kolkata Knight Riders
AT Rayudu,356,244,34,13,145.9,27.38,13,0,0,0,,,,0,0,0,208,AT Rayudu,Mumbai Indians
DA Warner,282,189,27,14,149.21,28.2,10,0,0,0,,,,0,0,0,187,DA Warner,Delhi Daredevils
Joginder Sharma,0,0,0,0,,0,0,51,89,2,11.12,,25.5,8,1,2,119,Joginder Sharma,Chennai Super Kings
KA Pollard,273,146,23,17,186.99,22.75,12,233,274,15,7.41,18.27,15.53,37,10,1,221,KA Pollard,Mumbai Indians
SK Trivedi,20,14,3,1,142.86,10,2,218,260,11,7.32,23.64,19.82,35.5,4,1,39,SK Trivedi,Rajasthan Royals
AN Ahmed,4,7,0,0,57.14,4,0,14,26,0,13,,,2,2,0,246,AN Ahmed,Mumbai Indians
DR Martyn,19,24,1,0,79.17,19,1,0,0,0,,,,0,0,0,225,DR Martyn,Rajasthan Royals
AJ Finch,21,21,0,1,100,21,1,7,5,0,4.27,,,1.17,0,0,254,AJ Finch,Rajasthan Royals
M Morkel,9,16,1,0,56.25,9,1,46,66,0,9.43,,,7,4,0,190,M Morkel,Rajasthan Royals
ST Jayasuriya,33,31,4,1,106.45,8.25,4,55,68,2,7.56,,27.5,9,1,0,44,ST Jayasuriya,Mumbai Indians
B Sumanth,35,37,3,0,94.59,35,1,0,0,0,,,,0,0,0,250,B Sumanth,Deccan Chargers
RG Sharma,404,300,36,14,134.67,28.86,14,119,156,2,8.21,78,59.5,19,5,0,57,RG Sharma,Deccan Chargers
S Sreesanth,27,21,5,0,128.57,27,0,128,191,3,10.05,63.67,42.67,19,7,7,77,S Sreesanth,Kings XI Punjab
NLTC Perera,0,0,0,0,,0,0,6,19,0,19,,,1,0,0,280,NLTC Perera,Chennai Super Kings
SE Bond,1,2,0,0,50,1,1,191,224,9,7.23,24.89,21.22,31,5,0,220,SE Bond,Kolkata Knight Riders
RR Powar,3,7,0,0,42.86,3,1,119,138,2,7.26,69,59.5,19,5,0,153,RR Powar,Kings XI Punjab
RP Singh,9,19,0,0,47.37,4.5,2,266,380,13,9.05,29.23,20.46,42,14,0,61,RP Singh,Deccan Chargers
P Kumar,4,8,0,0,50,2,2,288,383,10,8.51,38.3,28.8,45,18,0,14,P Kumar,Royal Challengers Bangalore
MC Henriques,11,5,2,0,220,11,1,24,35,1,8.75,,24,4,0,0,163,MC Henriques,Delhi Daredevils
CL White,48,33,3,3,145.45,24,2,7,19,0,19,,,1,1,0,10,CL White,Royal Challengers Bangalore
C Madan,15,18,3,0,83.33,15,1,0,0,0,,,,0,0,0,251,C Madan,Mumbai Indians
S Narwal,14,12,2,0,116.67,7,2,99,185,5,11.81,,19.8,15.67,5,0,226,S Narwal,Rajasthan Royals
MS Bisla,211,168,26,6,125.6,23.44,9,0,0,0,,,,0,0,0,214,MS Bisla,Kings XI Punjab
K Goel,18,20,1,1,90,18,1,6,7,0,7,,,1,0,0,24,K Goel,Kings XI Punjab
CA Pujara,122,115,14,3,106.09,30.5,4,0,0,0,,,,0,0,0,203,CA Pujara,Kolkata Knight Riders
DS Kulkarni,0,0,0,0,,0,0,25,40,1,10,,25,4,1,0,80,DS Kulkarni,Mumbai Indians
AB McDonald,65,52,3,2,125,65,0,85,138,5,9.86,,17,14,1,0,198,AB McDonald,Delhi Daredevils
AC Gilchrist,289,185,31,16,156.22,18.06,16,0,0,0,,,,0,0,0,53,AC Gilchrist,Deccan Chargers
WPUJC Vaas,30,34,1,1,88.24,7.5,4,133,142,9,6.45,15.78,14.78,22,1,0,60,WPUJC Vaas,Deccan Chargers
SS Tiwary,419,307,29,18,136.48,29.93,14,0,0,0,,,,0,0,0,79,SS Tiwary,Mumbai Indians
ML Hayden,313,255,33,14,122.75,20.87,15,0,0,0,,,,0,0,0,18,ML Hayden,Chennai Super Kings
SC Ganguly,493,418,58,15,117.94,37.92,13,25,43,0,10.75,,,4,1,0,1,SC Ganguly,Kolkata Knight Riders
GJ Bailey,18,27,2,0,66.67,18,1,0,0,0,,,,0,0,0,197,GJ Bailey,Chennai Super Kings
S Badrinath,354,299,41,5,118.39,35.4,10,0,0,0,,,,0,0,0,23,S Badrinath,Chennai Super Kings
R Dravid,256,199,34,3,128.64,28.44,9,0,0,0,,,,0,0,0,6,R Dravid,Royal Challengers Bangalore
Pankaj Singh,1,2,0,0,50,1,1,51,81,2,10.12,,25.5,8,3,0,75,Pankaj Singh,Royal Challengers Bangalore
SB Wagh,0,0,0,0,,0,0,6,16,1,16,,6,1,0,0,273,SB Wagh,Rajasthan Royals
JM Kemp,26,24,1,1,108.33,13,2,45,54,3,7.53,,15,7.17,2,0,217,JM Kemp,Chennai Super Kings
PJ Sangwan,10,14,0,0,71.43,10,1,199,258,9,8.32,28.67,22.11,31,11,2,116,PJ Sangwan,Delhi Daredevils
B Akhil,0,0,0,0,,0,0,6,6,0,6,,,1,0,0,12,B Akhil,Royal Challengers Bangalore
RS Gavaskar,2,8,0,0,25,2,1,6,8,0,8,,,1,0,0,219,RS Gavaskar,Kolkata Knight Riders
VVS Laxman,64,60,7,1,106.67,10.67,6,0,0,0,,,,0,0,0,55,VVS Laxman,Deccan Chargers
AD Mascarenhas,12,10,0,0,120,12,1,48,65,4,8.12,,12,8,0,0,137,AD Mascarenhas,Rajasthan Royals
Yuvraj Singh,212,170,16,12,124.71,19.27,11,126,134,4,6.38,33.5,31.5,21,0,0,27,Yuvraj Singh,Kings XI Punjab
BAW Mendis,1,1,0,0,100,1,0,50,66,2,8.25,,25,8,2,0,174,BAW Mendis,Kolkata Knight Riders
A Mishra,39,50,1,0,78,9.75,4,329,366,17,6.91,21.53,19.35,53,8,3,136,A Mishra,Delhi Daredevils
A Kumble,6,11,0,0,54.55,6,0,389,411,17,6.49,24.18,22.88,63.33,4,5,124,A Kumble,Royal Challengers Bangalore
