bowler_id,bowling_contribution
-1,-0.0
8,-9.756200000000009
17,-3.145700000000005
47,4.169800000000009
70,-9.696200000000005
88,0.0837999999999965
94,-1.795199999999994
132,0.3542999999999949
139,5.032800000000009
146,0.6882999999999981
162,-4.959699999999998
165,7.118299999999991
174,-5.369200000000006
178,5.282299999999992
184,-1.352699999999999
192,-2.224700000000013
203,5.709299999999985
205,-3.3827
213,0.5237999999999943
220,-4.763200000000012
226,-0.2582000000000164
230,2.5167999999999893
231,3.4052999999999827
235,-2.812700000000006
237,-4.1647000000000105
238,-2.764700000000005
244,-13.424200000000011
247,0.4022999999999967
251,4.133800000000008
255,-1.7072000000000005
258,-6.974199999999996
259,-5.484700000000004
260,-4.117199999999997
263,-6.611199999999997
265,-1.5707000000000164
267,-0.8322000000000003
268,-0.0091999999999927
279,4.3553
280,-16.018699999999995
283,-2.257200000000012
284,-1.073200000000014
285,-6.859200000000016
287,-1.9577000000000169
289,-16.228700000000003
291,-7.307199999999995
293,-4.643200000000007
297,-3.182700000000011
298,-6.531700000000001
299,-14.661200000000008
300,-6.110199999999992
301,1.5548000000000002
303,3.082300000000004
305,-6.348700000000008
306,-6.817700000000002
309,-4.099700000000013
310,-4.638200000000012
311,-7.081700000000012
312,-17.422699999999992
314,-9.34020000000001
316,2.7787999999999897
317,-1.3442000000000007
318,1.9527999999999963
319,-3.866199999999992
321,-0.6796999999999969
324,-5.787200000000013
325,-2.2642000000000166
326,7.086299999999994
328,6.484799999999993
329,-4.480199999999996
330,-13.837199999999996
331,-1.6587000000000105
333,-14.780200000000008
334,8.421300000000002
336,-7.827200000000005
337,-0.3052000000000134
338,-4.368200000000002
339,5.197800000000001
341,-21.330700000000007
344,-8.779699999999991
345,0.7578000000000031
346,-6.616199999999992
347,-2.2061999999999955
348,1.0138000000000034
351,-0.4801999999999964
353,-0.3421999999999912
354,-5.84620000000001
355,0.7452999999999861
356,-10.036699999999996
357,-0.8742000000000019
358,-7.240700000000004
359,-9.986700000000011
361,-8.222700000000003
363,-12.60220000000001
366,-1.387200000000007
367,-5.39070000000001
368,4.756799999999998
369,-11.065699999999993
370,-1.7556999999999905
372,1.0227999999999895
377,-9.851200000000006
378,-9.899200000000008
380,-4.026700000000005
381,-0.1041999999999916
386,1.2057999999999822
387,-4.097700000000003
389,-4.621700000000004
391,0.4997999999999933
392,-8.010700000000014
393,1.2017999999999915
394,0.253799999999984
395,2.766300000000001
396,1.5562999999999931
397,-0.3686999999999898
398,-7.430200000000013
400,-7.187700000000007
401,-4.879700000000014
402,-6.677700000000016
405,-14.327699999999991
406,0.7712999999999965
407,-19.344700000000017
408,0.7553000000000054
409,-12.351200000000006
411,-4.028199999999998
412,-17.0967
413,-7.760199999999997
414,3.1872999999999934
415,0.1367999999999938
417,2.604299999999995
419,-17.05770000000001
420,-4.610199999999992
421,2.268799999999999
422,2.807799999999986
423,-7.2697
424,-4.997199999999992
425,-9.581700000000012
426,-0.2771999999999934
427,-4.209699999999998
429,-9.798200000000008
430,-12.37469999999999
431,-10.171700000000016
432,-4.941200000000009
433,-13.94319999999999
434,0.932299999999998
435,-0.4627000000000123
436,7.4033000000000015
438,-5.163700000000006
439,-0.3061999999999898
440,-4.901700000000005
441,-13.151200000000015
443,-2.6862000000000137
444,-7.805700000000002
445,-7.131200000000007
446,2.9823000000000093
447,-0.0997000000000127
448,-0.4946999999999946
450,-8.47720000000001
451,3.3737999999999886
452,0.5517999999999859
453,-7.0031999999999925
454,-18.699700000000007
455,-6.969700000000017
456,-4.4687000000000126
457,0.0833000000000083
459,-10.1712
460,5.030799999999999
461,-0.5801999999999907
462,-9.265199999999991
463,-0.2142000000000052
464,-5.966700000000003
465,-7.965699999999998
466,4.385799999999989
467,-4.719200000000001
468,12.423299999999998
469,0.016300000000001
470,5.3992999999999824
472,0.2282999999999901
473,-1.235199999999992
474,4.426299999999998
475,-5.1422000000000025
476,-14.770700000000003
478,-14.381200000000009
479,15.247299999999996
481,-15.5317
482,-3.770200000000017
483,-12.5882
485,-0.950700000000012
486,-1.061700000000002
488,-0.1881999999999948
489,-6.141199999999998
490,-6.898699999999991
491,1.634299999999996
493,-0.8481999999999914
494,-11.909700000000017
495,0.1402999999999963
496,-7.842700000000008
497,0.9587999999999964
498,-7.7912000000000035
499,-4.784700000000015
502,-0.2077000000000168
765,3.272799999999989
766,3.384299999999996
871,0.1218000000000074
913,4.119799999999998
932,5.469799999999992
943,-8.2817
977,-8.9957
1110,5.374799999999993
1257,-0.8507000000000176
1311,-3.980700000000013
1323,0.3937999999999988
1425,14.2723
1426,1.7013000000000034
1431,2.9923
1451,-0.8336999999999932
1453,-0.4087000000000103
1523,0.5908000000000015
1525,-0.9787000000000036
1604,-0.0617000000000018
1637,0.7447999999999979
1643,-3.778700000000015
1809,-14.84620000000001
1810,-2.6111999999999966
1820,-0.2351999999999918
1880,-4.054699999999997
1978,-14.77170000000001
2013,-2.121700000000004
2032,1.7168000000000063
2037,10.058300000000004
2038,-6.653700000000015
2238,0.283299999999997
