batter_id,batting_contribution
-1,0
8,0.3357000000000028
20,0.3317000000000121
33,-1.172300000000007
35,-0.7133000000000038
42,-0.5637999999999863
63,-0.32380000000000564
68,0.1477000000000146
85,-0.8277999999999963
86,0.22820000000001528
97,0.223700000000008
137,-0.33979999999999677
188,0.2552000000000021
197,1.3141999999999996
202,-0.014299999999991542
208,-0.07479999999998199
233,0.4557000000000073
236,-0.5647999999999911
254,-0.7237999999999829
261,0.47919999999999163
268,-0.9163000000000068
272,-0.8122999999999934
297,-0.8832999999999913
300,0.07720000000000482
304,0.7216999999999985
306,-1.245299999999986
307,-0.5883000000000038
309,-0.5427999999999997
312,0.4772000000000105
316,0.008200000000016416
321,0.26070000000001414
326,-0.4772999999999854
327,-0.3412999999999897
335,0.5197000000000003
340,0.3657000000000039
343,-1.0842999999999847
346,-1.1992999999999938
347,0.3756999999999948
351,0.5817000000000121
353,-0.902799999999985
354,-0.1787999999999954
363,-0.5407999999999902
364,-1.3987999999999943
367,0.035699999999991405
368,-0.18729999999999336
369,-1.4557999999999822
376,-1.0343000000000018
377,0.4362000000000137
378,-0.6173000000000002
379,-0.35079999999999245
381,-1.2812999999999874
382,0.6492000000000075
383,0.35120000000000573
386,-0.28479999999998995
389,-0.4952999999999861
391,-0.2383000000000095
392,-0.003299999999995862
394,0.5612000000000137
395,1.3532000000000153
397,-0.8062999999999931
398,-0.02029999999999177
399,0.6991999999999905
401,0.09270000000000778
402,0.5217000000000098
403,0.9642000000000053
406,-0.38929999999999154
407,-0.5018000000000029
408,-0.05729999999999791
410,0.3996999999999957
411,0.8667000000000087
412,0.021199999999993224
414,-0.401299999999992
418,-0.527799999999985
419,-0.3567999999999927
420,-0.24629999999999086
421,-1.6462999999999965
422,-0.8962999999999965
423,-0.16679999999999495
425,0.5356999999999914
426,-0.7098000000000013
430,-0.9548000000000059
431,-1.425299999999993
432,-0.7927999999999997
435,-0.8383000000000038
436,0.021199999999993224
439,-0.8983000000000061
440,-0.9202999999999975
441,-0.18479999999999563
442,0.5767000000000166
443,0.023200000000002774
444,-0.43029999999998836
445,0.44319999999999027
446,-0.5807999999999822
447,-0.4672999999999945
448,-0.24029999999999063
450,-0.3383000000000038
452,-0.8468000000000018
454,0.3996999999999957
455,-0.8623000000000047
456,0.2967000000000155
461,-1.1022999999999854
463,-1.4672999999999945
464,0.105700000000013
466,0.08770000000001232
467,-0.0037999999999840384
468,-1.0043000000000006
469,-0.8087999999999909
470,0.459699999999998
472,-0.6437999999999988
473,-1.3522999999999854
474,-0.26480000000000814
475,0.6202000000000112
476,-0.21229999999999905
478,0.5192000000000121
480,-0.7402999999999906
482,-0.199799999999982
483,-0.8627999999999929
484,-0.12879999999998404
488,-0.4198000000000093
489,1.308700000000016
490,0.43370000000001596
491,-0.5757999999999868
492,-0.5407999999999902
493,-1.2168000000000063
