batter_id,batting_contribution
494,0.676700000000011
496,1.5157000000000096
498,0.7137000000000171
500,0.4572000000000003
504,0.4247000000000014
505,-0.5043000000000006
506,-0.43180000000000973
508,-0.7352999999999952
510,-0.2483000000000004
511,-0.11629999999999541
512,-1.4202999999999975
514,0.29220000000000823
517,-1.2667999999999893
518,-0.07130000000000791
519,-0.8447999999999922
520,-0.4403000000000077
521,-0.5103000000000009
524,-0.001299999999986312
525,0.1897000000000162
528,-0.03880000000000905
529,0.6007000000000176
532,0.052199999999999136
533,-0.32280000000000086
534,0.47970000000000823
536,0.286200000000008
537,-0.22579999999999245
538,-0.2172999999999945
539,0.1641999999999939
540,-1.1537999999999897
541,-1.2073000000000036
542,0.5082000000000164
543,-0.6767999999999859
544,-0.36930000000000973
545,0.02020000000001687
546,-0.14230000000000587
548,0.871200000000016
550,-0.5163000000000011
551,0.4327000000000112
552,0.01269999999999527
553,-0.25979999999998427
554,-1.7317999999999927
555,-0.7477999999999838
556,-0.11429999999998586
559,0.6007000000000176
560,-1.1073000000000093
561,-0.054299999999983584
562,-0.1752999999999929
564,0.3311999999999955
566,-0.3602999999999952
567,-0.7267999999999972
568,0.041200000000003456
570,-0.2948000000000093
571,-0.18430000000000746
572,-0.777799999999985
573,-0.4557999999999822
574,0.5767000000000166
575,1.5561999999999898
576,-0.36079999999998336
577,-0.09530000000000882
578,-0.3503000000000043
580,0.3036999999999921
582,0.01120000000000232
583,-1.1063000000000045
584,0.25370000000000914
585,-0.9592999999999847
586,0.25620000000000687
587,-0.1967999999999961
588,0.216700000000003
589,-0.2272999999999854
590,0.9286999999999921
591,-0.2802999999999827
592,-0.651299999999992
593,-0.9788000000000068
594,0.007699999999999818
595,0.38820000000001187
596,0.34669999999999845
597,-0.5653000000000077
598,-0.5007999999999981
599,-0.1262999999999863
600,-0.20279999999999632
601,-0.7203000000000088
604,0.4952000000000112
606,-0.02230000000000132
607,-0.7197999999999922
608,-1.425299999999993
609,-0.4463000000000079
610,0.38870000000000005
611,0.5882000000000005
612,0.5751999999999953
613,-0.665300000000002
616,0.6641999999999939
617,-0.20929999999998472
618,0.12370000000001369
619,-0.5688000000000102
620,-0.7048000000000059
621,0.41620000000000346
622,-0.53479999999999
624,0.3452000000000055
627,1.2841999999999985
628,0.544700000000006
629,0.23519999999999186
631,0.0747000000000071
633,-0.22229999999998995
635,0.13220000000001164
636,-0.151299999999992
637,0.4451999999999998
642,-0.7143000000000086
696,0.2787000000000148
937,-1.043299999999988
952,-0.4037999999999897
1014,0.12219999999999231
1065,-0.415300000000002
1076,1.240700000000004
1093,0.26670000000001437
1098,-2.1688000000000045
1164,-0.7518000000000029
1176,-0.9643000000000086
1194,-0.015799999999984493
1201,0.42770000000001573
1241,-0.32980000000000587
1274,-0.9352999999999838
1299,0.6966999999999928
1326,-0.35479999999998313
1327,-0.4093000000000018
1471,0.16320000000001755
1488,-0.43029999999998836
1554,-0.3118000000000052
1607,-0.6322999999999865
1608,0.05320000000000391
1747,-0.6663000000000068
1890,-1.8517999999999972
1920,0.17019999999999413
1928,0.3442000000000007
1935,0.19470000000001164
1954,-1.0477999999999952
2057,0.5732000000000141
2127,-0.01079999999998904
2169,0.4952000000000112
2417,-0.22129999999998518
2426,-0.27129999999999654
2443,-0.4562999999999988
2490,-0.4643000000000086
2527,-1.1432999999999822
2621,0.6947000000000116
2701,1.272199999999998
2727,0.18819999999999482
2734,0.09620000000001028
2735,-0.519299999999987
2737,0.6701999999999941
3010,1.4797000000000082
3046,-1.1607999999999947
581, -0.6543
