Player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs
Aaron Finch,300.0,182.0,25.0,19.0,164.84,25.0,12.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Abhishek Sharma,,,,,,,,,,,,,,,,
Aditya Tare,18.0,23.0,3.0,0.0,78.26,6.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Ajinkya Rahane,386.0,340.0,36.0,9.0,113.53,22.71,17.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Akila Dhananjaya,,,,,,,,,,,,,,,,
Akshdeep Nath,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Ambati Rayudu,91.0,78.0,7.0,3.0,116.67,18.2,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Amit Mishra,86.0,94.0,5.0,2.0,91.49,21.5,4.0,360.0,481.0,21.0,8.2,22.9,17.14,58.667,7.0,1.0
Andrew Tye,53.0,29.0,4.0,3.0,182.76,26.5,2.0,128.0,141.0,12.0,6.71,,10.67,21.0,2.0,0.0
Aniket Choudhary,25.0,20.0,1.0,1.0,125.0,25.0,1.0,108.0,144.0,5.0,8.55,,21.6,16.833,6.0,1.0
Anirudha Ashok Joshi,,,,,,,,,,,,,,,,
Ankit Sharma,25.0,15.0,2.0,1.0,166.67,25.0,1.0,6.0,16.0,0.0,16.0,,,1.0,0.0,0.0
Ankit Singh Rajpoot,4.0,7.0,1.0,0.0,57.14,4.0,1.0,87.0,107.0,4.0,7.64,,21.75,14.0,3.0,0.0
Anukul Roy,,,,,,,,,,,,,,,,
Anureet Singh,15.0,12.0,2.0,0.0,125.0,15.0,1.0,12.0,26.0,0.0,13.0,,,2.0,0.0,0.0
Apoorv Vijay Wankhade,,,,,,,,,,,,,,,,
Aryaman Vikram Birla,,,,,,,,,,,,,,,,
Asif K M,,,,,,,,,,,,,,,,
