Player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs
Avesh Khan,0.0,0.0,0.0,0.0,,0.0,0.0,24.0,23.0,1.0,5.75,,24.0,4.0,0.0,0.0
Barinder Singh Sran,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,29.0,0.0,14.5,,,2.0,1.0,0.0
Basil Thampi,28.0,28.0,1.0,1.0,100.0,28.0,0.0,278.0,424.0,11.0,9.49,,25.27,44.667,10.0,0.0
Ben Cutting,51.0,26.0,5.0,3.0,196.15,25.5,2.0,79.0,123.0,1.0,9.71,,79.0,12.667,3.0,0.0
Ben Dwarshuis,,,,,,,,,,,,,,,,
Ben Laughlin,,,,,,,,,,,,,,,,
Benjamin Stokes,316.0,221.0,22.0,15.0,142.99,31.6,10.0,274.0,316.0,12.0,7.18,,22.83,44.0,10.0,0.0
Billy Stanlake,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,70.0,2.0,8.75,,25.0,8.0,2.0,0.0
Bipul Sharma,31.0,24.0,2.0,1.0,129.17,31.0,1.0,100.0,129.0,3.0,7.9,,33.33,16.333,2.0,0.0
Brendon McCullum,508.0,311.0,42.0,33.0,163.34,36.29,14.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Cameron Delport,,,,,,,,,,,,,,,,
Carlos Brathwaite,12.0,15.0,2.0,0.0,80.0,6.0,2.0,38.0,67.0,1.0,11.17,,38.0,6.0,2.0,0.0
Chaitanya Bishnoi,,,,,,,,,,,,,,,,
Chris Jordan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,1.0,9.0,,7.0,1.0,1.0,0.0
Chris Lynn,295.0,161.0,25.0,19.0,183.23,49.17,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Chris Woakes,46.0,47.0,4.0,1.0,97.87,11.5,4.0,278.0,386.0,17.0,8.77,,16.35,44.0,14.0,0.0
Christopher Gayle,200.0,162.0,15.0,14.0,123.46,22.22,9.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Colin De Grandhomme,126.0,92.0,10.0,6.0,136.96,15.75,8.0,102.0,135.0,4.0,8.44,,25.5,16.0,4.0,2.0
Colin Munro,,,,,,,,,,,,,,,,
Daniel Christian,79.0,49.0,5.0,5.0,161.22,15.8,5.0,249.0,298.0,11.0,7.45,,22.64,40.0,9.0,0.0
Darcy Short,,,,,,,,,,,,,,,,
David Miller,83.0,78.0,4.0,4.0,106.41,27.67,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Deepak Chahar,14.0,6.0,0.0,2.0,233.33,14.0,1.0,44.0,74.0,1.0,10.57,,44.0,7.0,2.0,0.0
Deepak Hooda,78.0,52.0,5.0,4.0,150.0,26.0,3.0,24.0,42.0,2.0,10.5,,12.0,4.0,0.0,0.0
Dhawal Kulkarni,3.0,18.0,0.0,0.0,16.67,3.0,1.0,311.0,409.0,14.0,8.46,29.21,22.21,48.333,17.0,4.0
Dhruv Shorey,,,,,,,,,,,,,,,,
Dinesh Karthik,,,,,,,,,,,,,,,,
Dushmantha Chameera,,,,,,,,,,,,,,,,
Dwayne Bravo,,,,,,,,,,,,,,,,
Evin Lewis,,,,,,,,,,,,,,,,
Faf Du Plessis,8.0,7.0,1.0,0.0,114.29,8.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Gautam Gambhir,1032.0,767.0,130.0,15.0,134.55,41.28,25.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Glenn Maxwell,310.0,178.0,20.0,26.0,174.16,31.0,10.0,115.0,125.0,7.0,6.58,,16.43,19.0,1.0,0.0
Gurkeerat Singh Mann,,,,,,,,,,,,,,,,
Harbhajan Singh,46.0,33.0,1.0,4.0,139.39,11.5,4.0,309.0,348.0,13.0,6.82,26.77,23.77,51.0,3.0,0.0
Harshal Patel,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,43.0,3.0,10.75,,8.33,4.0,1.0,0.0
Imran Tahir,0.0,2.0,0.0,0.0,0.0,0.0,0.0,286.0,369.0,18.0,7.85,,15.89,47.0,3.0,1.0
Ishan Kishan,277.0,205.0,29.0,13.0,135.12,27.7,10.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Ishank Jaggi,33.0,39.0,3.0,0.0,84.62,33.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Jason Behrendorff,,,,,,,,,,,,,,,,
Jason Roy,59.0,40.0,9.0,1.0,147.5,29.5,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Jatin Saxena,,,,,,,,,,,,,,,,
Javon Searless,,,,,,,,,,,,,,,,
Jayant Yadav,0.0,0.0,0.0,0.0,,0.0,0.0,37.0,42.0,0.0,7.0,,,6.0,0.0,1.0
Jaydev Unadkat,2.0,5.0,0.0,0.0,40.0,2.0,0.0,279.0,322.0,24.0,7.03,,11.62,45.833,4.0,0.0
Jean-Paul Duminy,,,,,,,,,,,,,,,,
Jofra Archer,,,,,,,,,,,,,,,,
Jos Buttler,273.0,179.0,27.0,15.0,152.51,24.82,11.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Kagiso Rabada,55.0,64.0,5.0,1.0,85.94,18.33,3.0,137.0,188.0,6.0,8.81,,22.83,21.333,7.0,2.0
Kamlesh Nagarkoti,,,,,,,,,,,,,,,,
Kane Williamson,256.0,168.0,20.0,10.0,152.38,42.67,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Kanishk Seth,,,,,,,,,,,,,,,,
Karn Sharma,49.0,41.0,5.0,2.0,119.51,8.17,6.0,189.0,214.0,13.0,6.98,,14.54,30.667,5.0,0.0
Karun Nair,281.0,226.0,39.0,6.0,124.34,21.62,13.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Kedar Jadhav,267.0,183.0,25.0,10.0,145.9,22.25,12.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Kieron Pollard,395.0,279.0,27.0,23.0,141.58,28.21,14.0,12.0,30.0,0.0,16.37,,,1.833,1.0,0.0
KL Rahul,,,,,,,,,,,,,,,,
Krishnappa Gowtham,,,,,,,,,,,,,,,,
Krunal Pandya,243.0,179.0,24.0,7.0,135.75,30.38,8.0,246.0,273.0,10.0,6.83,,24.6,40.0,5.0,1.0
Kshitiz Sharma,49.0,41.0,5.0,2.0,119.51,8.17,6.0,189.0,214.0,13.0,6.98,,14.54,30.667,5.0,0.0
Kuldeep Yadav,20.0,22.0,2.0,0.0,90.91,10.0,2.0,250.0,340.0,12.0,8.29,,20.83,41.0,4.0,0.0
Kulwant Khejroliya,,,,,,,,,,,,,,,,
Lungisani Ngidi,,,,,,,,,,,,,,,,
M. Ashwin,,,,,,,,,,,,,,,,
Washington Sundar,9.0,12.0,0.0,0.0,75.0,9.0,1.0,182.0,185.0,8.0,6.17,,22.75,30.0,2.0,0.0
Mahipal Lomror,,,,,,,,,,,,,,,,
Manan Vohra,229.0,159.0,23.0,9.0,144.03,25.44,9.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Mandeep Singh,188.0,177.0,21.0,4.0,106.21,18.8,10.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Manish Pandey,399.0,315.0,28.0,12.0,126.67,39.9,10.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Manjot Kalra,,,,,,,,,,,,,,,,
Manoj Tiwary,428.0,320.0,47.0,11.0,133.75,30.57,14.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Manzoor Dar,,,,,,,,,,,,,,,,
Marcus Stoinis,17.0,24.0,1.0,0.0,70.83,5.67,3.0,69.0,110.0,2.0,10.48,,34.5,10.5,6.0,0.0
Mark Wood,,,,,,,,,,,,,,,,
Mayank Agarwal,26.0,27.0,3.0,0.0,96.3,8.67,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Mayank Dagar,,,,,,,,,,,,,,,,
Mayank Markande,,,,,,,,,,,,,,,,
Midhun S,,,,,,,,,,,,,,,,
Mitchell Johnson,20.0,17.0,1.0,1.0,117.65,20.0,0.0,125.0,141.0,7.0,7.05,,17.86,20.0,5.0,0.0
Mitchell Santner,,,,,,,,,,,,,,,,
Mitchell Starc,,,,,,,,,,,,,,,,
Moeen Ali,,,,,,,,,,,,,,,,
Mohammad Nabi,2.0,3.0,0.0,0.0,66.67,2.0,1.0,66.0,58.0,2.0,5.27,,33.0,11.0,0.0,0.0
Mohammad Shami,,,,,,,,,,,,,,,,
Mohammed Siraj,0.0,0.0,0.0,0.0,,0.0,0.0,141.0,212.0,10.0,9.22,,14.1,23.0,3.0,0.0
Mohit Sharma,51.0,50.0,4.0,1.0,102.0,8.5,6.0,277.0,410.0,13.0,8.98,,21.31,45.667,2.0,1.0
Mohsin Khan,,,,,,,,,,,,,,,,
Monu Singh,,,,,,,,,,,,,,,,
Mujeeb Zadran,,,,,,,,,,,,,,,,
Murali Vijay,,,,,,,,,,,,,,,,
Mustafizur Rahman,0.0,0.0,0.0,0.0,,0.0,0.0,17.0,34.0,0.0,12.75,,,2.667,1.0,0.0
N Jagadeesan,,,,,,,,,,,,,,,,
Naman Ojha,79.0,65.0,2.0,3.0,121.54,19.75,4.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Nathan Coulter-Nile,14.0,12.0,0.0,2.0,116.67,4.67,3.0,178.0,228.0,15.0,8.05,,11.87,28.333,5.0,3.0
Navdeep Saini,,,,,,,,,,,,,,,,
Nidheesh M D Dinesan,,,,,,,,,,,,,,,,
Nitish Rana,333.0,263.0,24.0,17.0,126.62,30.27,11.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Pardeep Sahu,,,,,,,,,,,,,,,,
Parthiv Patel,697.0,588.0,91.0,11.0,118.54,25.81,27.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Pat Cummins,77.0,53.0,5.0,4.0,145.28,15.4,5.0,289.0,373.0,15.0,8.08,,19.27,46.167,11.0,1.0
Pavan Deshpande,,,,,,,,,,,,,,,,
Pawan Negi,144.0,111.0,10.0,7.0,129.73,18.0,8.0,200.0,197.0,16.0,6.12,,12.5,32.167,7.0,0.0
Piyush Chawla,92.0,64.0,10.0,3.0,143.75,18.4,5.0,408.0,568.0,23.0,8.5,24.7,17.74,66.833,7.0,0.0
Pradeep Sangwan,4.0,9.0,0.0,0.0,44.44,1.0,4.0,265.0,396.0,10.0,9.43,,26.5,42.0,12.0,1.0
Prashant Chopra,,,,,,,,,,,,,,,,
Prithvi Shaw,,,,,,,,,,,,,,,,
Quinton De Kock,,,,,,,,,,,,,,,,
Rahul Chahar,3.0,2.0,0.0,0.0,150.0,3.0,0.0,46.0,58.0,2.0,8.29,,23.0,7.0,4.0,0.0
Rahul Tewatia,19.0,11.0,4.0,0.0,172.73,19.0,1.0,55.0,49.0,3.0,5.44,,18.33,9.0,1.0,0.0
Rahul Tripathi,391.0,267.0,43.0,17.0,146.44,27.93,14.0,6.0,12.0,0.0,12.0,,,1.0,0.0,0.0
Ranganath Vinay Kumar,25.0,22.0,2.0,1.0,113.64,8.33,3.0,161.0,213.0,7.0,8.19,,23.0,26.0,3.0,2.0
Rashid Khan Arman,,,,,,,,,,,,,,,,
Ravichandran Ashwin,,,,,,,,,,,,,,,,
Ricky Bhui,,,,,,,,,,,,,,,,
Rinku Singh,27.0,24.0,2.0,1.0,112.5,6.75,4.0,325.0,442.0,15.0,8.61,29.47,21.67,51.333,16.0,1.0
Robin Uthappa,708.0,509.0,70.0,30.0,139.1,32.18,22.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Sachin Baby,15.0,15.0,2.0,0.0,100.0,5.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Sam Billings,138.0,103.0,19.0,1.0,133.98,23.0,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Sandeep Lamichhane,,,,,,,,,,,,,,,,
Sandeep Sharma,7.0,5.0,0.0,0.0,140.0,7.0,0.0,300.0,398.0,17.0,8.29,,17.65,48.0,11.0,1.0
Sanju Samson,386.0,273.0,32.0,19.0,141.39,27.57,14.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Saurabh Tiwary,78.0,63.0,12.0,1.0,123.81,26.0,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Sayan Ghosh,,,,,,,,,,,,,,,,
Shahbaz Nadeem,2.0,9.0,0.0,0.0,22.22,0.67,3.0,110.0,119.0,6.0,6.67,,18.33,17.833,3.0,0.0
Shakib Al Hasan,1.0,1.0,0.0,0.0,100.0,1.0,0.0,18.0,31.0,0.0,10.33,,,3.0,0.0,0.0
Shane Watson,543.0,385.0,53.0,20.0,141.04,33.94,16.0,509.0,628.0,22.0,7.75,28.55,23.14,81.0,18.0,5.0
Sharad Lumba,,,,,,,,,,,,,,,,
Shardul Thakur,0.0,3.0,0.0,0.0,0.0,0.0,3.0,239.0,315.0,11.0,8.25,,21.73,38.167,10.0,0.0
Shikhar Dhawan,819.0,670.0,88.0,17.0,122.24,37.23,22.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Shivam Mavi,,,,,,,,,,,,,,,,
Shreevats Goswami,82.0,85.0,9.0,1.0,96.47,27.33,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Shreyas Gopal,,,,,,,,,,,,,,,,
Shubman Gill,,,,,,,,,,,,,,,,
Siddarth Kaul,0.0,2.0,0.0,0.0,0.0,0.0,0.0,221.0,300.0,16.0,8.41,,13.81,35.667,6.0,1.0
Siddhesh Dinesh Lad,,,,,,,,,,,,,,,,
Stuart Binny,78.0,76.0,6.0,3.0,102.63,15.6,5.0,37.0,50.0,4.0,8.33,,9.25,6.0,1.0,0.0
Suryakumar Yadav,105.0,88.0,8.0,3.0,119.32,17.5,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Syed Khaleel Ahmed,,,,,,,,,,,,,,,,
Syed Mehdi Hasan,,,,,,,,,,,,,,,,
T Natarajan,0.0,0.0,0.0,0.0,,0.0,0.0,82.0,115.0,2.0,9.08,,41.0,12.667,6.0,0.0
Tajinder Dhillon,,,,,,,,,,,,,,,,
Tanmay Agarwal,,,,,,,,,,,,,,,,
Tim Southee,7.0,3.0,0.0,1.0,233.33,7.0,1.0,66.0,96.0,3.0,9.6,,22.0,10.0,5.0,1.0
Trent Boult,5.0,8.0,0.0,0.0,62.5,5.0,0.0,148.0,216.0,5.0,9.06,,29.6,23.833,5.0,0.0
Umesh Yadav,10.0,13.0,0.0,0.0,76.92,10.0,0.0,304.0,410.0,17.0,8.45,24.12,17.88,48.5,13.0,0.0
Vijay Shankar,101.0,75.0,12.0,1.0,134.67,50.5,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Wriddhiman Saha,393.0,305.0,32.0,15.0,128.85,26.2,15.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Yusuf Pathan,578.0,354.0,52.0,31.0,163.28,26.27,22.0,194.0,271.0,9.0,8.42,,21.56,32.167,1.0,0.0
Yuvraj Singh,551.0,360.0,54.0,27.0,153.06,25.05,22.0,68.0,105.0,4.0,9.55,,17.0,11.0,2.0,0.0
Yuzvendra Singh Chahal,13.0,26.0,0.0,0.0,50.0,4.33,3.0,271.0,333.0,14.0,7.66,,19.36,43.5,8.0,2.0
Zahir Khan Pakteen,,,,,,,,,,,,,,,,
