PLAYER,OverseasIndian,TYPE,Played For Country,Predicted Price,Selling Price,Base Price,Performance
Rakshan Readdi,Indian,Bowler,0.0,2113470.2,0.0,2000000.0,23.0679205
Manish Reddy,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Monish Reddy,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,23.0679205
Akhin Sathar,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,23.0679205
Divesh Sharma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Ashok Sharma,Indian,Bowler,1.0,7432149.5,0.0,2000000.0,38.6630875
Abhilash Shetty,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,23.0679205
Rahul Shukla,Indian,Bowler,0.0,2478312.0,0.0,2000000.0,39.381541
Manit Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Gurjapneet Singh,Indian,Bowler,1.0,8402333.0,0.0,2000000.0,45.5041085
Paul Van Meekeren,Overseas,Bowler,1.0,19877548.0,0.0,2000000.0,23.6459455
Nitin Verma,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Chris Wood,Overseas,Bowler,0.0,2136464.2,0.0,2000000.0,23.0679205
Gourav Yadav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Prithvi Raj Yarra,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,23.0679205
Mujtaba Yousuf,Indian,Bowler,0.0,2111150.0,0.0,2000000.0,23.0679205
Shubham Agrawal,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Mustaq Beg,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
K.C Cariappa,Indian,Bowler,0.0,2532708.0,0.0,2000000.0,34.036840999999995
Ganesh Chaudhary,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Yuvraj Chudasama,Indian,Bowler,0.0,2119270.5,0.0,2000000.0,23.0679205
Jasmer Dhankhar,Indian,Bowler,0.0,2115790.0,0.0,2000000.0,23.0679205
Chintal Gandhi,Indian,Bowler,0.0,2120430.5,0.0,2000000.0,23.0679205
Allah Ghazanfar,Overseas,Bowler,0.0,2116743.5,0.0,2000000.0,23.0679205
Raghav Goyal,Indian,Bowler,0.0,2339667.2,0.0,2000000.0,23.0679205
Shreyas Gurav,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Vishu Kashyap,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,23.0679205
Bhuwan Rohilla,Indian,Bowler,0.0,2112310.5,0.0,2000000.0,23.0679205
Shivam Sharma,Indian,Bowler,1.0,2789786.2,0.0,2000000.0,21.047140999999996
Digvesh Singh,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Jagadeesha Suchith,Indian,Bowler,0.0,3842254.0,0.0,2000000.0,33.567605
B. Surya,Indian,Bowler,0.0,2118371.2,0.0,2000000.0,23.0679205
Pankaj Yadav,Indian,Bowler,0.0,2118110.2,0.0,2000000.0,23.0679205
Sahil Dhiwan,Indian,All-Rounder,0.0,2108533.0,0.0,2000000.0,23.0679205
Kaushal Tambe,Indian,All-Rounder,0.0,2102733.0,0.0,2000000.0,23.0679205
