batter_id,batting_contribution
-1,-0.6472500000000139
8,0.41825000000000045
20,-0.765500000000003
33,-1.0702500000000157
35,0.09524999999999295
42,0.5739999999999839
63,-0.724250000000012
68,-1.4545000000000243
85,-0.0902499999999975
86,0.3160000000000025
97,0.0584999999999809
137,-1.254000000000019
188,-1.9630000000000223
197,-0.7437500000000057
202,-0.11825000000001751
208,-0.060250000000024784
233,-1.894500000000022
