,PLAYER,OverseasIndian,TYPE,Played For Country,Predicted Price,Selling Price,Base Price,Performance
288,Yuvraj Chudasama,Indian,Bowler,0.0,2119270.5,0.0,2000000.0,0.136903569
289,Josh Hazlewood,Overseas,Bowler,1.0,20874890.0,0.0,20000000.0,0.136063661
290,Kamlesh Nagarkoti,Indian,All-Rounder,0.0,2625603.0,0.0,3000000.0,0.135642507
291,Basil Thampi,Indian,Bowler,0.0,3858707.0,0.0,3000000.0,0.134811519
292,Daniel Sams,Overseas,All-Rounder,1.0,15389401.0,0.0,15000000.0,0.133454617
293,Shivam Mavi,Indian,Bowler,1.0,10587446.0,64000000.0,0.0,0.133335708
294,Lizaad Williams,Overseas,Bowler,1.0,4977752.0,0.0,5000000.0,0.133191354
295,Nuwan Thushara,Overseas,Bowler,1.0,3962415.0,48000000.0,0.0,0.132719293
296,Ollie Robinson,Overseas,Bowler,0.0,2132984.0,0.0,7500000.0,0.132498168
297,Nikhil Naik,Indian,Wicket-Keeper,0.0,2262930.0,0.0,2000000.0,0.128772951
298,Tymal Mills,Overseas,Bowler,1.0,10392962.0,0.0,15000000.0,0.128497395
299,Olly Stone,Overseas,Bowler,1.0,2342565.2,0.0,7500000.0,0.12836434
300,Siddharth Kaul,Indian,Bowler,1.0,3418203.5,0.0,5000000.0,0.128158696
301,Fareed Ahmad,Overseas,Bowler,1.0,9945841.0,0.0,5000000.0,0.128084347
302,Mohammad Waqar Salamkheil,Overseas,Bowler,0.0,2129765.0,0.0,5000000.0,0.125806012
303,Prithvi Raj Yarra,Indian,Bowler,0.0,2115790.2,0.0,2000000.0,0.125321942
304,Mustafizur Rahman,Overseas,Bowler,1.0,30483042.0,20000000.0,0.0,0.123728816
305,Akash Singh,Indian,Bowler,0.0,3987720.5,2000000.0,0.0,0.12361147
306,Lahiru Kumara,Overseas,Bowler,0.0,2128343.8,0.0,5000000.0,0.118748379
307,Ottneil Baartman,Overseas,Bowler,0.0,2129765.0,0.0,2000000.0,0.114882486
308,Richard Gleeson,Overseas,Bowler,1.0,4135650.0,0.0,5000000.0,0.113641298
309,Chetan Sakariya,Indian,Bowler,1.0,5381371.0,5000000.0,0.0,0.110903412
310,Lalit Yadav,Indian,Bowler,0.0,6116641.0,0.0,3000000.0,0.110506106
311,Sakib Hussain,Indian,Bowler,0.0,2108830.2,2000000.0,0.0,0.108552414
312,Varun Aaron,Indian,Bowler,0.0,2872684.0,0.0,5000000.0,0.101929849
313,Nandre Burger,Overseas,Bowler,1.0,2144465.0,5000000.0,0.0,0.095625508
314,George Scrimshaw,Overseas,Bowler,0.0,2127184.2,0.0,5000000.0,0.093897315
315,Tabraiz Shamsi,Overseas,Bowler,1.0,19768138.0,0.0,5000000.0,0.091818877
316,Billy Stanlake,Overseas,Bowler,1.0,10452712.0,0.0,7500000.0,0.091515455
317,Kwena Maphaka,Overseas,Bowler,0.0,2117903.5,0.0,2000000.0,0.086785107
318,Kartik Tyagi,Indian,Bowler,0.0,3639234.0,6000000.0,0.0,0.083766891
319,Vishwanath Pratap Singh,Indian,All-Rounder,0.0,2199719.8,2000000.0,0.0,0.083598368
320,Blessing Muzarabani,Overseas,Bowler,1.0,11015430.0,0.0,5000000.0,0.078919388
321,Oshane Thomas,Overseas,Bowler,1.0,9003423.0,0.0,5000000.0,0.069853218
322,Dilshan Madushanka,Overseas,Bowler,1.0,4198978.5,46000000.0,0.0,0.068660556
323,Sandeep Warrier,Indian,Bowler,1.0,2715605.8,0.0,5000000.0,0.068624616
324,Lance Morris,Overseas,Bowler,0.0,2127184.2,0.0,7500000.0,0.053936128
325,Sushant Mishra,Indian,Bowler,0.0,2113470.2,22000000.0,0.0,0.048727428
326,Yash Dayal,Indian,Bowler,0.0,7120863.5,50000000.0,0.0,0.028820993
327,Riley Meredith,Overseas,Bowler,1.0,9330067.0,0.0,10000000.0,0.016387463
328,Shamar Joseph,Overseas,Bowler,0.0,2126024.0,0.0,2000000.0,0.008978054
